// Initial random seed:
5677066192333

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1 	  0.00 	  0.00	  0.00	  0.00     1000     1000  1.00  0.40 
    2 	 -0.00 	  0.00	  0.00	  0.00      966     1005  1.00  0.40 
    3 	  0.00 	  0.00	  0.01	  0.00      918      996  1.00  0.40 
    4 	  0.01 	  0.00	  0.03	  0.01      994      999  1.00  0.40 
    5 	  0.01 	  0.00	  0.05	  0.00      957     1013  1.00  0.40 
    6 	  0.01 	 -0.00	  0.06	  0.01     1017      959  1.00  0.40 
    7 	  0.01 	 -0.00	  0.07	  0.01     1024     1014  1.00  0.40 
    8 	  0.01 	 -0.00	  0.09	  0.01      961      956  1.00  0.40 
    9 	  0.00 	 -0.00	  0.12	  0.01     1011     1029  1.00  0.40 
   10 	  0.00 	 -0.00	  0.17	  0.01     1015      997  1.00  0.40 
   11 	 -0.02 	 -0.00	  0.22	  0.01      968     1027  1.00  0.40 
   12 	 -0.05 	  0.00	  0.29	  0.00     1002      975  1.00  0.40 
   13 	 -0.10 	  0.00	  0.39	  0.00      977      966  1.00  0.40 
   14 	 -0.12 	  0.00	  0.48	  0.00     1006     1005  1.00  0.40 
   15 	 -0.16 	  0.00	  0.56	  0.00     1065     1012  1.00  0.40 
   16 	 -0.27 	  0.00	  0.64	  0.01     1000      981  1.00  0.40 
   17 	 -0.33 	  0.00	  0.71	  0.00     1043      985  1.00  0.40 
   18 	 -0.42 	  0.00	  0.79	  0.00      997      984  1.00  0.40 
   19 	 -0.52 	  0.00	  0.84	  0.01     1018     1031  1.00  0.40 
   20 	 -0.61 	  0.00	  0.86	  0.01     1026     1018  1.00  0.40 
   21 	 -0.62 	  0.00	  0.89	  0.01     1011     1011  1.00  0.40 
   22 	 -0.74 	  0.00	  0.91	  0.01     1003      997  1.00  0.40 
   23 	 -0.66 	 -0.00	  0.92	  0.01     1014     1012  1.00  0.40 
   24 	 -0.75 	 -0.00	  0.93	  0.01      989     1023  1.00  0.40 
   25 	 -0.77 	 -0.00	  0.95	  0.01      970     1026  1.00  0.40 
   26 	 -0.79 	 -0.00	  0.97	  0.01     1048      951  1.00  0.40 
   27 	 -0.89 	 -0.01	  0.96	  0.02     1007      974  1.00  0.40 
   28 	 -0.88 	 -0.01	  0.97	  0.02      985     1016  1.00  0.40 
   29 	 -0.83 	 -0.02	  0.98	  0.03     1010     1004  1.00  0.40 
   30 	 -0.83 	 -0.02	  0.99	  0.03     1005      997  1.00  0.40 
   31 	 -0.84 	 -0.02	  1.01	  0.03     1020     1028  1.00  0.40 
   32 	 -0.83 	 -0.03	  1.02	  0.04     1020      978  1.00  0.40 
   33 	 -0.83 	 -0.03	  1.02	  0.04      997     1011  1.00  0.40 
   34 	 -0.86 	 -0.04	  1.04	  0.05     1005      987  1.00  0.40 
   35 	 -0.92 	 -0.04	  1.05	  0.07      959     1001  1.00  0.40 
   36 	 -0.90 	 -0.06	  1.07	  0.07     1003     1015  1.00  0.40 
   37 	 -0.98 	 -0.06	  1.08	  0.08     1015      971  1.00  0.40 
   38 	 -1.06 	 -0.05	  1.07	  0.07      983      963  1.00  0.40 
   39 	 -1.07 	 -0.06	  1.06	  0.07     1015     1031  1.00  0.40 
   40 	 -1.09 	 -0.07	  1.07	  0.08      979      980  1.00  0.40 
   41 	 -1.10 	 -0.09	  1.09	  0.10      993     1019  1.00  0.40 
   42 	 -1.09 	 -0.13	  1.09	  0.13      995     1035  1.00  0.40 
   43 	 -1.09 	 -0.17	  1.11	  0.17     1021     1005  1.00  0.40 
   44 	 -1.10 	 -0.21	  1.12	  0.21      990      988  1.00  0.40 
   45 	 -1.07 	 -0.24	  1.13	  0.23     1047      952  1.00  0.40 
   46 	 -0.99 	 -0.30	  1.16	  0.28     1001     1006  1.00  0.40 
   47 	 -0.96 	 -0.37	  1.17	  0.33     1011      989  1.00  0.40 
   48 	 -0.99 	 -0.44	  1.19	  0.39      977     1007  1.00  0.40 
   49 	 -0.97 	 -0.51	  1.20	  0.44     1021     1002  1.00  0.40 
   50 	 -1.00 	 -0.59	  1.19	  0.50     1003      995  1.00  0.40 
   51 	 -0.88 	 -0.69	  1.22	  0.57      994     1007  1.00  0.40 
   52 	 -0.70 	 -0.81	  1.27	  0.66     1021      996  1.00  0.40 
   53 	 -0.42 	 -0.87	  1.30	  0.70      978      963  1.00  0.40 
   54 	 -0.19 	 -0.97	  1.32	  0.74     1006      982  1.00  0.40 
   55 	  0.01 	 -1.06	  1.35	  0.79      998     1010  1.00  0.40 
   56 	  0.05 	 -1.14	  1.36	  0.84     1012     1030  1.00  0.40 
   57 	  0.30 	 -1.23	  1.38	  0.87     1041      993  1.00  0.40 
   58 	  0.60 	 -1.30	  1.43	  0.90     1039     1011  1.00  0.40 
   59 	  0.70 	 -1.35	  1.43	  0.91     1039      979  1.00  0.40 
   60 	  0.86 	 -1.39	  1.45	  0.93      985     1038  1.00  0.40 
   61 	  1.14 	 -1.43	  1.49	  0.92      999      979  1.00  0.40 
   62 	  1.25 	 -1.46	  1.50	  0.95     1011      999  1.00  0.40 
   63 	  1.40 	 -1.50	  1.49	  0.98     1031      990  1.00  0.40 
   64 	  1.59 	 -1.53	  1.49	  1.00      947     1029  1.00  0.40 
   65 	  1.74 	 -1.53	  1.49	  0.98      986     1015  1.00  0.40 
   66 	  1.91 	 -1.55	  1.49	  1.01     1021      992  1.00  0.40 
