gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  113 1000  1.00  0.40 
    2  -0.01   0.00  0.01  0.00  117 1014  1.00  0.40 
    3  -0.03  -0.00  0.03  0.00   99  996  1.00  0.40 
    4  -0.05  -0.00  0.07  0.00   92  993  1.00  0.40 
    5  -0.10  -0.00  0.23  0.00   90  986  1.00  0.40 
    6  -0.24  -0.00  0.46  0.01   97  992  1.00  0.40 
    7  -0.26  -0.00  0.69  0.01  105  987  1.00  0.40 
    8   0.05  -0.00  0.88  0.01  100  990  1.00  0.40 
    9   0.54  -0.01  1.07  0.01   87 1028  1.00  0.40 
   10   1.43  -0.02  1.20  0.01  115  994  1.00  0.40 
   11   2.13  -0.02  1.20  0.01  112  969  1.00  0.40 
   12   2.56  -0.03  1.15  0.02  103 1012  1.00  0.40 
   13   3.02  -0.02  1.10  0.01   97  976  1.00  0.40 
   14   3.13  -0.03  1.08  0.02   92 1005  1.00  0.40 
   15   3.17  -0.02  1.09  0.02   92 1004  1.00  0.40 
   16   3.12  -0.03  1.08  0.02  105 1014  1.00  0.40 
   17   3.09  -0.02  1.10  0.02   95 1025  1.00  0.40 
   18   3.05  -0.01  1.10  0.02  107  976  1.00  0.40 
   19   3.05  -0.01  1.08  0.03   99 1029  1.00  0.40 
   20   3.23  -0.00  1.05  0.03  104  969  1.00  0.40 
   21   3.24   0.02  1.04  0.04  110 1008  1.00  0.40 
   22   3.28   0.06  1.02  0.05   87 1010  1.00  0.40 
   23   3.29   0.10  1.04  0.07  102 1021  1.00  0.40 
   24   3.39   0.19  1.02  0.10   95  964  1.00  0.40 
   25   0.05   0.10  0.05  0.06   87  991  1.00  0.40 
   26   0.15   0.06  0.12  0.05   92  963  1.00  0.40 
   27   0.44   0.04  0.30  0.03   97  970  1.00  0.40 
   28   1.05   0.02  0.54  0.03   95 1050  1.00  0.40 
   29   1.44   0.01  0.61  0.03   91  989  1.00  0.40 
   30   1.66   0.02  0.61  0.03  111 1000  1.00  0.40 
   31   1.69   0.05  0.60  0.04  118  989  1.00  0.40 
   32   1.71   0.09  0.61  0.05   97 1000  1.00  0.40 
   33   1.72   0.12  0.61  0.06   93 1020  1.00  0.40 
   34   1.72   0.15  0.62  0.08  108  987  1.00  0.40 
