gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000 1000  1.00  0.40 
    2  -0.00   0.00  0.00  0.00 1009 1012  1.00  0.40 
    3   0.00   0.00  0.01  0.00 1002 1013  1.00  0.40 
    4   0.00   0.00  0.03  0.00 1022 1000  1.00  0.40 
    5   0.01   0.00  0.04  0.00 1002  990  1.00  0.40 
    6   0.01   0.00  0.05  0.00  974 1010  1.00  0.40 
    7   0.03   0.00  0.08  0.00  996  977  1.00  0.40 
    8   0.06   0.00  0.11  0.00 1023 1008  1.00  0.40 
    9   0.07   0.00  0.14  0.00  984  996  1.00  0.40 
   10   0.08   0.00  0.19  0.00 1019  989  1.00  0.40 
   11   0.11   0.00  0.26  0.00  980 1006  1.00  0.40 
   12   0.15  -0.00  0.34  0.00 1039 1011  1.00  0.40 
   13   0.14  -0.00  0.44  0.00  981  999  1.00  0.40 
   14   0.16  -0.00  0.52  0.00  993 1043  1.00  0.40 
   15   0.18  -0.00  0.65  0.00 1019  984  1.00  0.40 
   16   0.14   0.00  0.72  0.00 1006 1042  1.00  0.40 
   17   0.15   0.00  0.80  0.00 1012 1016  1.00  0.40 
   18   0.20   0.00  0.86  0.00  991 1011  1.00  0.40 
   19   0.24  -0.00  0.89  0.01 1010 1011  1.00  0.40 
   20   0.25  -0.00  0.91  0.01  976 1014  1.00  0.40 
   21   0.20  -0.00  0.93  0.01 1027  991  1.00  0.40 
   22   0.21  -0.00  0.94  0.01 1002  979  1.00  0.40 
   23   0.18  -0.00  0.93  0.01  990 1001  1.00  0.40 
   24   0.21  -0.01  0.95  0.01  999 1011  1.00  0.40 
   25   0.21  -0.00  0.97  0.01 1003  977  1.00  0.40 
   26   0.18   0.00  0.96  0.01 1016 1024  1.00  0.40 
   27   0.24   0.00  0.98  0.02  955 1007  1.00  0.40 
   28   0.22  -0.00  0.99  0.02  978 1012  1.00  0.40 
   29   0.19   0.00  0.99  0.02  997 1028  1.00  0.40 
   30   0.19  -0.00  0.98  0.02  992 1074  1.00  0.40 
   31   0.26   0.00  0.98  0.02 1036  988  1.00  0.40 
   32   0.26  -0.00  0.97  0.03 1015  992  1.00  0.40 
   33   0.36   0.00  0.97  0.03  970 1030  1.00  0.40 
   34   0.48   0.02  0.98  0.04  981 1008  1.00  0.40 
   35   0.49   0.03  0.99  0.03  968  967  1.00  0.40 
   36   0.48   0.04  1.00  0.05  990 1000  1.00  0.40 
   37   0.45   0.06  0.99  0.06 1006 1022  1.00  0.40 
   38   0.40   0.08  1.03  0.08 1008 1019  1.00  0.40 
   39   0.45   0.10  1.04  0.10  985 1033  1.00  0.40 
   40   0.49   0.15  1.05  0.12  994 1001  1.00  0.40 
   41   0.50   0.19  1.07  0.15 1014 1027  1.00  0.40 
   42   0.37   0.21  1.04  0.17  978  991  1.00  0.40 
   43   0.23   0.30  1.07  0.22 1006  996  1.00  0.40 
   44   0.09   0.37  1.09  0.27  986 1000  1.00  0.40 
   45  -0.14   0.43  1.09  0.30 1034 1018  1.00  0.40 
   46  -0.21   0.52  1.10  0.34 1019  987  1.00  0.40 
   47  -0.35   0.58  1.11  0.37  975  996  1.00  0.40 
   48  -0.54   0.63  1.15  0.40  958  983  1.00  0.40 
   49  -0.57   0.74  1.15  0.42  989  969  1.00  0.40 
   50  -0.63   0.81  1.17  0.45 1026 1000  1.00  0.40 
   51  -0.62   0.90  1.17  0.48  996 1011  1.00  0.40 
   52  -0.70   0.93  1.20  0.51  988  994  1.00  0.40 
   53  -0.88   0.96  1.20  0.53 1015  981  1.00  0.40 
   54  -0.97   1.00  1.20  0.55  983 1014  1.00  0.40 
   55  -0.94   1.05  1.21  0.59 1014  983  1.00  0.40 
   56  -1.06   1.07  1.19  0.63 1017 1016  1.00  0.40 
   57  -1.22   0.99  1.16  0.65  983  999  1.00  0.40 
   58  -1.14   0.94  1.21  0.69 1009  977  1.00  0.40 
   59  -1.14   0.84  1.23  0.71  952  937  1.00  0.40 
   60  -1.18   0.80  1.21  0.77 1012  978  1.00  0.40 
   61  -1.20   0.69  1.23  0.82 1014  995  1.00  0.40 
   62  -1.35   0.56  1.23  0.86  975  990  1.00  0.40 
   63  -1.35   0.40  1.25  0.88  993 1019  1.00  0.40 
   64  -1.47   0.27  1.26  0.93 1015  983  1.00  0.40 
   65  -1.41  -0.01  1.28  0.97  995 1015  1.00  0.40 
   66  -1.45  -0.25  1.28  1.02  972 1012  1.00  0.40 
   67  -1.27  -0.52  1.35  1.06 1017  998  1.00  0.40 
   68  -1.20  -0.74  1.38  1.08 1004  995  1.00  0.40 
   69  -0.97  -1.05  1.46  1.15 1015 1000  1.00  0.40 
   70  -0.89  -1.28  1.48  1.20  972  981  1.00  0.40 
   71  -0.64  -1.53  1.58  1.23 1003  983  1.00  0.40 
   72  -0.20  -1.76  1.69  1.25 1039 1011  1.00  0.40 
   73   0.11  -1.97  1.75  1.31 1000 1026  1.00  0.40 
   74   0.59  -2.17  1.85  1.34  990 1038  1.00  0.40 
   75   1.08  -2.29  1.96  1.35  981 1010  1.00  0.40 
   76   1.75  -2.37  2.05  1.37 1010  975  1.00  0.40 
   77   2.31  -2.43  2.08  1.39  957 1000  1.00  0.40 
   78   2.69  -2.46  2.14  1.39 1020  991  1.00  0.40 
   79   3.04  -2.50  2.19  1.40  999 1029  1.00  0.40 
   80   3.32  -2.50  2.23  1.40  984  964  1.00  0.40 
   81   3.45  -2.51  2.25  1.41 1049 1016  1.00  0.40 
   82   3.64  -2.54  2.29  1.42 1007 1007  1.00  0.40 
   83   3.66  -2.55  2.28  1.41  954  997  1.00  0.40 
   84   3.66  -2.55  2.26  1.39 1013 1001  1.00  0.40 
   85   3.75  -2.55  2.26  1.39 1010 1017  1.00  0.40 
   86   3.69  -2.54  2.25  1.40  997 1030  1.00  0.40 
   87   3.74  -2.51  2.26  1.41  982 1020  1.00  0.40 
   88   3.83  -2.51  2.27  1.41 1014 1001  1.00  0.40 
   89   3.85  -2.55  2.28  1.42 1000 1003  1.00  0.40 
