gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  106 1000  1.00  0.40 
    2   0.00  -0.00  0.00  0.00   96 1015  1.00  0.40 
    3   0.02   0.00  0.02  0.00  103  999  1.00  0.40 
    4   0.05  -0.00  0.06  0.00   96  993  1.00  0.40 
    5   0.15   0.00  0.19  0.00   82 1012  1.00  0.40 
    6   0.37  -0.00  0.43  0.00   82 1009  1.00  0.40 
    7   0.67   0.00  0.63  0.00   89 1035  1.00  0.40 
    8   0.82   0.00  0.65  0.00  102 1028  1.00  0.40 
    9   0.72   0.00  0.66  0.01   83 1043  1.00  0.40 
   10   0.68   0.00  0.69  0.01  104 1011  1.00  0.40 
   11   0.73   0.01  0.69  0.01  108  979  1.00  0.40 
   12   0.64   0.01  0.70  0.01  114 1042  1.00  0.40 
   13   0.41   0.01  0.75  0.01  106  965  1.00  0.40 
   14   0.25   0.02  0.77  0.02  109 1001  1.00  0.40 
   15   0.12   0.02  0.78  0.02  106 1000  1.00  0.40 
   16  -0.02   0.02  0.80  0.02  108  989  1.00  0.40 
   17   0.18   0.03  0.87  0.03  105  973  1.00  0.40 
   18   0.25   0.03  0.92  0.03   99 1003  1.00  0.40 
   19   0.07   0.04  0.95  0.04  100 1034  1.00  0.40 
   20  -0.02   0.04  1.05  0.04   97  968  1.00  0.40 
   21   0.07   0.04  1.11  0.04   96  990  1.00  0.40 
   22   0.19   0.04  1.19  0.04  103  978  1.00  0.40 
   23   0.23   0.04  1.28  0.05   97 1047  1.00  0.40 
   24   0.45   0.04  1.38  0.05   87  983  1.00  0.40 
   25   0.36   0.05  1.45  0.06  114 1026  1.00  0.40 
   26   0.41   0.06  1.54  0.08  104  980  1.00  0.40 
   27   0.42   0.07  1.61  0.09  104  983  1.00  0.40 
   28   0.54   0.07  1.68  0.09   78  989  1.00  0.40 
   29   0.31   0.05  1.73  0.10  101  944  1.00  0.40 
   30   0.35   0.05  1.71  0.13   99  983  1.00  0.40 
   31   0.73   0.06  1.79  0.14   93 1000  1.00  0.40 
   32   0.49   0.06  1.82  0.17   93  945  1.00  0.40 
   33   0.70   0.07  1.83  0.19  105 1012  1.00  0.40 
   34   1.25   0.07  1.87  0.19   91  985  1.00  0.40 
   35   1.33   0.04  1.86  0.21   86  993  1.00  0.40 
   36   1.25   0.02  1.89  0.20   98 1005  1.00  0.40 
   37   1.34   0.01  1.89  0.20   95 1020  1.00  0.40 
   38   1.16   0.02  1.91  0.20  110 1033  1.00  0.40 
   39   0.93   0.02  1.93  0.22   95 1002  1.00  0.40 
   40   0.97  -0.04  1.93  0.23  105  964  1.00  0.40 
   41   1.43  -0.08  1.94  0.25  101 1046  1.00  0.40 
   42   1.58  -0.12  1.96  0.27  102  980  1.00  0.40 
   43   2.11  -0.16  1.92  0.29   98 1013  1.00  0.40 
   44   2.46  -0.21  1.87  0.32  100 1013  1.00  0.40 
   45   2.75  -0.22  1.86  0.34  108 1037  1.00  0.40 
   46   3.29  -0.27  1.78  0.35  109  979  1.00  0.40 
   47   3.54  -0.33  1.73  0.39  106 1024  1.00  0.40 
   48   3.70  -0.31  1.75  0.41   99  996  1.00  0.40 
   49   3.69  -0.31  1.74  0.43  103 1022  1.00  0.40 
   50   3.61  -0.28  1.73  0.42  100 1024  1.00  0.40 
   51   3.64  -0.28  1.75  0.46  108  981  1.00  0.40 
   52   3.47  -0.25  1.85  0.47   95 1022  1.00  0.40 
   53   3.41  -0.23  1.88  0.49   99 1025  1.00  0.40 
   54   3.68  -0.17  1.84  0.51  109 1033  1.00  0.40 
   55   3.55  -0.16  1.90  0.53  109 1011  1.00  0.40 
   56   3.68  -0.11  1.88  0.57  103 1016  1.00  0.40 
   57   3.83  -0.09  1.89  0.61  117  994  1.00  0.40 
   58   3.85  -0.05  1.89  0.64   99 1005  1.00  0.40 
   59   4.07   0.03  1.85  0.69  101  997  1.00  0.40 
   60   4.03   0.16  1.87  0.73  114  982  1.00  0.40 
   61   4.09   0.23  1.88  0.78  121  952  1.00  0.40 
   62   4.16   0.46  1.87  0.84   89 1016  1.00  0.40 
   63   4.13   0.68  1.92  0.91  100  986  1.00  0.40 
   64   4.04   0.95  1.85  1.01   98 1004  1.00  0.40 
   65   4.20   1.31  1.91  1.10  104 1020  1.00  0.40 
   66   0.01   1.10  0.39  1.04   97  990  1.00  0.40 
   67   0.09   0.78  0.34  0.94   95 1000  1.00  0.40 
   68   0.09   0.56  0.44  0.90   95  994  1.00  0.40 
   69   0.07   0.46  0.51  0.84   98 1028  1.00  0.40 
   70   0.15   0.32  0.65  0.78  112  988  1.00  0.40 
