gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000 1000  1.00  0.40 
    2   0.00   0.00  0.01  0.00  972  992  1.00  0.40 
    3   0.00   0.00  0.01  0.00 1003 1038  1.00  0.40 
    4   0.00   0.00  0.02  0.00  992  991  1.00  0.40 
    5   0.00   0.00  0.03  0.00 1012  999  1.00  0.40 
    6   0.01   0.00  0.03  0.00  984  980  1.00  0.40 
    7   0.00   0.00  0.05  0.00  985  979  1.00  0.40 
    8   0.00   0.00  0.07  0.00  986  975  1.00  0.40 
    9  -0.01   0.00  0.09  0.00 1019  975  1.00  0.40 
   10  -0.02   0.00  0.13  0.00  991 1022  1.00  0.40 
   11  -0.02   0.00  0.17  0.00  963  963  1.00  0.40 
   12  -0.00  -0.00  0.22  0.00 1016  984  1.00  0.40 
   13  -0.01  -0.00  0.31  0.00  956 1011  1.00  0.40 
   14  -0.07  -0.00  0.42  0.00  971  995  1.00  0.40 
   15  -0.07  -0.00  0.48  0.00 1035  973  1.00  0.40 
   16  -0.10  -0.00  0.57  0.00 1030 1014  1.00  0.40 
   17  -0.17   0.00  0.65  0.00 1001 1014  1.00  0.40 
   18  -0.26  -0.00  0.71  0.00 1005 1020  1.00  0.40 
   19  -0.31  -0.00  0.78  0.00  982 1024  1.00  0.40 
   20  -0.31   0.00  0.85  0.00  968  991  1.00  0.40 
   21  -0.36   0.00  0.89  0.00 1000  980  1.00  0.40 
   22  -0.35   0.00  0.92  0.00 1013 1008  1.00  0.40 
   23  -0.43  -0.00  0.93  0.00  961  966  1.00  0.40 
   24  -0.48  -0.00  0.93  0.00 1033  980  1.00  0.40 
   25  -0.42  -0.00  0.95  0.00  987  982  1.00  0.40 
   26  -0.50   0.00  0.93  0.00 1000 1011  1.00  0.40 
   27  -0.62   0.00  0.92  0.00 1033  957  1.00  0.40 
   28  -0.57   0.00  0.93  0.00  975  999  1.00  0.40 
   29  -0.53   0.00  0.92  0.00  977  979  1.00  0.40 
   30  -0.45   0.00  0.93  0.00 1025 1032  1.00  0.40 
   31  -0.44   0.00  0.93  0.00 1006 1015  1.00  0.40 
   32  -0.50  -0.00  0.93  0.00 1002 1014  1.00  0.40 
   33  -0.54  -0.01  0.95  0.01 1000  972  1.00  0.40 
   34  -0.53  -0.01  0.96  0.01 1012  988  1.00  0.40 
   35  -0.60  -0.02  0.95  0.01  986  990  1.00  0.40 
   36  -0.70  -0.03  0.95  0.01 1007  985  1.00  0.40 
   37  -0.70  -0.04  0.96  0.02 1024  963  1.00  0.40 
   38  -0.68  -0.07  0.97  0.03  995  982  1.00  0.40 
   39  -0.63  -0.10  0.97  0.04 1006 1033  1.00  0.40 
   40  -0.62  -0.12  0.97  0.04 1007  967  1.00  0.40 
   41  -0.69  -0.14  0.97  0.05  987  996  1.00  0.40 
   42  -0.71  -0.15  0.98  0.06 1051 1014  1.00  0.40 
   43  -0.70  -0.19  0.98  0.08 1015  993  1.00  0.40 
   44  -0.76  -0.30  0.99  0.11  989 1005  1.00  0.40 
   45  -0.67  -0.41  1.02  0.15 1002  994  1.00  0.40 
   46  -0.67  -0.54  1.05  0.18 1000 1031  1.00  0.40 
   47  -0.58  -0.67  1.07  0.22 1010 1002  1.00  0.40 
   48  -0.46  -0.83  1.11  0.26  996  970  1.00  0.40 
   49  -0.35  -1.04  1.13  0.32 1014 1005  1.00  0.40 
   50  -0.23  -1.22  1.14  0.36  950  971  1.00  0.40 
   51  -0.08  -1.39  1.18  0.39 1017 1006  1.00  0.40 
   52   0.10  -1.50  1.20  0.42 1026 1009  1.00  0.40 
   53   0.31  -1.60  1.22  0.43 1012 1022  1.00  0.40 
   54   0.54  -1.70  1.24  0.45  998  998  1.00  0.40 
   55   0.57  -1.72  1.23  0.45 1003 1028  1.00  0.40 
   56   0.73  -1.73  1.25  0.45  980 1019  1.00  0.40 
   57   1.01  -1.79  1.26  0.46 1002  980  1.00  0.40 
   58   1.22  -1.82  1.31  0.47  993  991  1.00  0.40 
   59   1.39  -1.79  1.33  0.47 1032  986  1.00  0.40 
   60   1.49  -1.65  1.36  0.46 1012  985  1.00  0.40 
   61   1.55  -1.69  1.34  0.48  978  984  1.00  0.40 
   62   1.65  -1.62  1.35  0.48 1038 1007  1.00  0.40 
   63   1.81  -1.55  1.36  0.48 1011 1023  1.00  0.40 
