gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000 1000  1.00  0.40 
    2  -0.00  -0.00  0.01  0.00 1015  998  1.00  0.40 
    3  -0.00  -0.00  0.01  0.00  983  993  1.00  0.40 
    4  -0.01  -0.00  0.04  0.00  995  965  1.00  0.40 
    5  -0.02  -0.00  0.06  0.01  980  996  1.00  0.40 
    6  -0.04  -0.00  0.09  0.00  963  964  1.00  0.40 
    7  -0.04   0.00  0.14  0.00  997  970  1.00  0.40 
    8  -0.08   0.00  0.19  0.00  965 1017  1.00  0.40 
    9  -0.14   0.00  0.25  0.00  993  995  1.00  0.40 
   10  -0.22  -0.00  0.34  0.00 1014 1005  1.00  0.40 
   11  -0.33  -0.00  0.44  0.00  970 1027  1.00  0.40 
   12  -0.45  -0.00  0.55  0.01  958  972  1.00  0.40 
   13  -0.58  -0.00  0.65  0.01  985  998  1.00  0.40 
   14  -0.74  -0.00  0.75  0.00 1012 1002  1.00  0.40 
   15  -0.87  -0.01  0.83  0.01 1062 1020  1.00  0.40 
   16  -1.03  -0.01  0.93  0.01  987  987  1.00  0.40 
   17  -1.14  -0.02  0.98  0.01  971  974  1.00  0.40 
   18  -1.18  -0.03  1.03  0.01 1001 1001  1.00  0.40 
   19  -1.19  -0.04  1.04  0.02 1000  986  1.00  0.40 
   20  -1.16  -0.05  1.07  0.03 1006 1017  1.00  0.40 
   21  -1.12  -0.07  1.07  0.03  999 1017  1.00  0.40 
   22  -1.16  -0.09  1.08  0.04 1041  973  1.00  0.40 
   23  -1.16  -0.13  1.11  0.06 1013 1014  1.00  0.40 
   24  -1.13  -0.17  1.15  0.08 1042 1013  1.00  0.40 
   25  -1.12  -0.23  1.17  0.10  989 1018  1.00  0.40 
   26  -1.13  -0.33  1.17  0.14  961  985  1.00  0.40 
   27  -1.11  -0.45  1.19  0.19  993 1015  1.00  0.40 
   28  -1.04  -0.57  1.21  0.23 1021  999  1.00  0.40 
