// Initial random seed:
2950696212285

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1       0.00       0.00      0.00      0.00    10000    10000  1.00  0.40 
    2      -0.00      -0.00      0.02      0.00     9956    10034  1.00  0.40 
    3       0.00       0.00      0.03      0.00     9977    10060  1.00  0.40 
    4       0.00       0.00      0.06      0.00    10092     9955  1.00  0.40 
    5       0.00       0.00      0.09      0.00     9951    10046  1.00  0.40 
    6       0.00       0.00      0.12      0.00     9969     9786  1.00  0.40 
    7      -0.00       0.00      0.17      0.00    10031     9839  1.00  0.40 
    8       0.00       0.00      0.22      0.00     9992    10122  1.00  0.40 
    9      -0.00      -0.00      0.31      0.01     9810     9946  1.00  0.40 
   10      -0.01      -0.00      0.41      0.00     9928     9957  1.00  0.40 
   11      -0.01      -0.00      0.56      0.01    10030     9861  1.00  0.40 
   12      -0.01      -0.00      0.72      0.01     9917     9950  1.00  0.40 
   13      -0.02      -0.00      0.91      0.01    10037     9892  1.00  0.40 
   14      -0.02      -0.00      1.12      0.01     9977    10065  1.00  0.40 
   15      -0.01      -0.00      1.35      0.01     9949     9926  1.00  0.40 
   16      -0.01      -0.00      1.56      0.01     9956     9944  1.00  0.40 
   17      -0.03       0.00      1.77      0.01     9799     9999  1.00  0.40 
   18      -0.06      -0.00      1.92      0.01    10081    10043  1.00  0.40 
   19      -0.07       0.00      2.05      0.01     9981    10035  1.00  0.40 
   20      -0.06       0.00      2.15      0.01     9968     9972  1.00  0.40 
   21      -0.09       0.00      2.23      0.01    10107     9991  1.00  0.40 
   22      -0.10       0.00      2.29      0.01     9856     9954  1.00  0.40 
   23      -0.11       0.00      2.32      0.01     9887    10040  1.00  0.40 
