// Initial random seed:
5669105901774

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1 	  0.00 	  0.00	  0.00	  0.00     1000     1000  1.00  0.40 
    2 	 -0.00 	 -0.00	  0.00	  0.00     1058     1022  1.00  0.40 
    3 	 -0.00 	 -0.00	  0.01	  0.01     1016     1005  1.00  0.40 
    4 	 -0.00 	 -0.00	  0.02	  0.01      992     1004  1.00  0.40 
    5 	 -0.01 	 -0.00	  0.02	  0.01      972      986  1.00  0.40 
    6 	 -0.02 	 -0.00	  0.04	  0.01     1026      982  1.00  0.40 
    7 	 -0.02 	 -0.00	  0.05	  0.01     1067      980  1.00  0.40 
    8 	 -0.03 	 -0.00	  0.07	  0.02     1011      982  1.00  0.40 
    9 	 -0.05 	 -0.00	  0.09	  0.01      989     1030  1.00  0.40 
   10 	 -0.07 	 -0.01	  0.13	  0.02      970      986  1.00  0.40 
   11 	 -0.13 	 -0.01	  0.18	  0.02     1014     1036  1.00  0.40 
   12 	 -0.19 	 -0.01	  0.26	  0.02      986      976  1.00  0.40 
   13 	 -0.28 	 -0.01	  0.31	  0.01      983     1012  1.00  0.40 
   14 	 -0.35 	 -0.01	  0.40	  0.01     1025      981  1.00  0.40 
   15 	 -0.45 	 -0.01	  0.51	  0.01     1018     1001  1.00  0.40 
   16 	 -0.57 	 -0.00	  0.61	  0.01      983      956  1.00  0.40 
   17 	 -0.68 	 -0.00	  0.68	  0.01     1006      983  1.00  0.40 
   18 	 -0.75 	  0.00	  0.76	  0.01      961      979  1.00  0.40 
   19 	 -0.87 	  0.00	  0.82	  0.01      983      973  1.00  0.40 
   20 	 -0.94 	  0.00	  0.85	  0.01     1027     1012  1.00  0.40 
   21 	 -1.05 	  0.00	  0.88	  0.01      999     1017  1.00  0.40 
   22 	 -1.04 	  0.00	  0.92	  0.01     1010      989  1.00  0.40 
   23 	 -1.11 	  0.00	  0.94	  0.01     1000      973  1.00  0.40 
   24 	 -1.09 	  0.01	  0.97	  0.01     1037      993  1.00  0.40 
   25 	 -1.14 	  0.01	  0.96	  0.01     1027     1042  1.00  0.40 
   26 	 -1.16 	  0.01	  0.97	  0.02      999     1050  1.00  0.40 
   27 	 -1.20 	  0.02	  0.96	  0.02      979      995  1.00  0.40 
   28 	 -1.23 	  0.01	  0.98	  0.01     1031     1004  1.00  0.40 
   29 	 -1.24 	  0.01	  0.99	  0.01      982      995  1.00  0.40 
   30 	 -1.27 	  0.01	  0.98	  0.01      996     1010  1.00  0.40 
   31 	 -1.24 	  0.01	  1.00	  0.02      999      974  1.00  0.40 
   32 	 -1.20 	  0.01	  1.02	  0.02     1010      999  1.00  0.40 
   33 	 -1.20 	  0.01	  1.04	  0.02     1030     1016  1.00  0.40 
   34 	 -1.16 	  0.01	  1.06	  0.02      957     1023  1.00  0.40 
   35 	 -1.23 	  0.01	  1.07	  0.02      952      982  1.00  0.40 
   36 	 -1.24 	  0.01	  1.08	  0.03     1043      981  1.00  0.40 
   37 	 -1.32 	  0.01	  1.07	  0.04      986     1029  1.00  0.40 
   38 	 -1.30 	  0.01	  1.08	  0.04      993      996  1.00  0.40 
   39 	 -1.26 	  0.01	  1.11	  0.04     1058      984  1.00  0.40 
   40 	 -1.29 	  0.00	  1.09	  0.04      995      978  1.00  0.40 
   41 	 -1.29 	 -0.01	  1.09	  0.05      984      997  1.00  0.40 
   42 	 -1.31 	 -0.02	  1.11	  0.06     1000     1007  1.00  0.40 
   43 	 -1.29 	 -0.03	  1.14	  0.07     1008      971  1.00  0.40 
   44 	 -1.28 	 -0.05	  1.17	  0.07     1016     1000  1.00  0.40 
   45 	 -1.31 	 -0.08	  1.16	  0.11     1001      981  1.00  0.40 
   46 	 -1.32 	 -0.16	  1.18	  0.14      992      996  1.00  0.40 
   47 	 -1.24 	 -0.23	  1.17	  0.17      961     1006  1.00  0.40 
   48 	 -1.17 	 -0.31	  1.21	  0.21     1011     1008  1.00  0.40 
   49 	 -1.14 	 -0.40	  1.25	  0.25     1001     1015  1.00  0.40 
   50 	 -1.08 	 -0.50	  1.27	  0.30      983     1003  1.00  0.40 
   51 	 -1.05 	 -0.65	  1.28	  0.35     1001     1019  1.00  0.40 
   52 	 -0.98 	 -0.77	  1.31	  0.40      967      981  1.00  0.40 
   53 	 -0.85 	 -0.93	  1.33	  0.45     1020      982  1.00  0.40 
   54 	 -0.74 	 -1.03	  1.39	  0.47     1032      978  1.00  0.40 
   55 	 -0.60 	 -1.14	  1.43	  0.49     1004     1003  1.00  0.40 
   56 	 -0.34 	 -1.26	  1.45	  0.52      995     1017  1.00  0.40 
   57 	 -0.31 	 -1.37	  1.47	  0.54      967      983  1.00  0.40 
   58 	 -0.09 	 -1.44	  1.50	  0.56      975     1008  1.00  0.40 
   59 	  0.22 	 -1.52	  1.44	  0.57     1022      992  1.00  0.40 
   60 	  0.45 	 -1.60	  1.46	  0.57      954     1006  1.00  0.40 
   61 	  0.63 	 -1.66	  1.45	  0.57      993      996  1.00  0.40 
   62 	  0.90 	 -1.67	  1.37	  0.57     1008      965  1.00  0.40 
   63 	  1.08 	 -1.71	  1.35	  0.57      989     1014  1.00  0.40 
   64 	  1.26 	 -1.69	  1.33	  0.58      969      996  1.00  0.40 
   65 	  1.39 	 -1.66	  1.33	  0.56     1005     1015  1.00  0.40 
   66 	  1.55 	 -1.66	  1.30	  0.57      983      999  1.00  0.40 
   67 	  1.63 	 -1.62	  1.28	  0.58      984      976  1.00  0.40 
   68 	  1.67 	 -1.66	  1.28	  0.59      975      969  1.00  0.40 
   69 	  1.74 	 -1.63	  1.26	  0.58     1011     1031  1.00  0.40 
   70 	  1.87 	 -1.58	  1.23	  0.59     1018      977  1.00  0.40 
   71 	  1.92 	 -1.52	  1.23	  0.61      998     1008  1.00  0.40 
   72 	  1.96 	 -1.44	  1.20	  0.64     1007     1046  1.00  0.40 
   73 	  2.07 	 -1.32	  1.18	  0.66      923     1055  1.00  0.40 
   74 	  2.09 	 -1.16	  1.18	  0.66      978      994  1.00  0.40 
