// Initial random seed:
1617337610441

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000  117  1.00  0.40 
    2   0.00   0.00  0.00  0.00  947  112  1.00  0.40 
    3   0.01   0.00  0.02  0.00 1071  101  1.00  0.40 
    4  -0.00   0.00  0.02  0.00  996   95  1.00  0.40 
    5  -0.00   0.00  0.02  0.00 1007   91  1.00  0.40 
    6  -0.01   0.00  0.03  0.00  994   88  1.00  0.40 
    7  -0.00   0.00  0.03  0.00 1012   92  1.00  0.40 
    8   0.01   0.00  0.04  0.00  987  102  1.00  0.40 
    9   0.01   0.00  0.05  0.00 1029  108  1.00  0.40 
   10   0.02   0.00  0.06  0.00  984  109  1.00  0.40 
   11   0.01   0.00  0.06  0.00 1029   92  1.00  0.40 
   12   0.01   0.00  0.06  0.00  987  104  1.00  0.40 
   13  -0.00   0.00  0.06  0.00 1014   92  1.00  0.40 
   14  -0.00   0.00  0.07  0.00 1012   93  1.00  0.40 
   15  -0.02   0.00  0.07  0.00 1001  101  1.00  0.40 
   16  -0.02   0.00  0.08  0.00  966  104  1.00  0.40 
   17  -0.02   0.00  0.09  0.00 1019   88  1.00  0.40 
   18  -0.02   0.00  0.09  0.00  985   98  1.00  0.40 
   19  -0.02   0.00  0.11  0.00 1036  102  1.00  0.40 
   20  -0.03   0.00  0.12  0.00  953  107  1.00  0.40 
   21  -0.02   0.00  0.13  0.00 1014   98  1.00  0.40 
   22  -0.02   0.00  0.14  0.00  990   99  1.00  0.40 
   23  -0.03   0.00  0.16  0.00  999  105  1.00  0.40 
