// Initial random seed:
1618020218734

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  107 1000  1.00  0.40 
    2  -0.00   0.00  0.02  0.00  108  991  1.00  0.40 
    3  -0.02   0.00  0.07  0.00  102  941  1.00  0.40 
    4  -0.02   0.00  0.21  0.00   87  973  1.00  0.40 
    5  -0.07  -0.00  0.46  0.00  107  997  1.00  0.40 
    6  -0.28  -0.00  0.64  0.00   96  990  1.00  0.40 
    7  -0.44   0.00  0.79  0.00  102  991  1.00  0.40 
    8  -0.60   0.00  0.79  0.01   97  995  1.00  0.40 
    9  -0.83   0.00  0.78  0.01   96 1009  1.00  0.40 
   10  -0.87   0.00  0.77  0.01  107 1032  1.00  0.40 
   11  -0.85  -0.00  0.85  0.01  106  987  1.00  0.40 
   12  -0.85  -0.01  0.91  0.01   88 1010  1.00  0.40 
   13  -0.81  -0.01  0.95  0.02   96 1027  1.00  0.40 
   14  -0.62  -0.02  1.06  0.02  114 1012  1.00  0.40 
   15  -0.62  -0.02  1.05  0.03  102  988  1.00  0.40 
   16  -0.52  -0.03  1.15  0.03  103 1010  1.00  0.40 
   17  -0.32  -0.03  1.23  0.04  101  963  1.00  0.40 
   18  -0.35  -0.04  1.25  0.06   90  961  1.00  0.40 
   19  -0.32  -0.05  1.32  0.06   93 1006  1.00  0.40 
   20  -0.22  -0.06  1.43  0.07  104 1015  1.00  0.40 
   21  -0.25  -0.07  1.47  0.08  106  983  1.00  0.40 
   22  -0.59  -0.08  1.45  0.09   94 1024  1.00  0.40 
   23  -0.60  -0.11  1.46  0.11  110  988  1.00  0.40 
   24  -0.89  -0.16  1.43  0.12  101  993  1.00  0.40 
   25  -0.86  -0.21  1.43  0.13  111 1037  1.00  0.40 
   26  -0.80  -0.26  1.47  0.15   90 1027  1.00  0.40 
   27  -0.92  -0.30  1.46  0.19   89 1030  1.00  0.40 
   28  -0.70  -0.41  1.48  0.23   92  995  1.00  0.40 
   29  -0.63  -0.54  1.49  0.29   95  987  1.00  0.40 
   30  -0.12  -0.64  1.52  0.33  103 1002  1.00  0.40 
   31  -0.05  -0.70  1.53  0.36   79 1029  1.00  0.40 
   32   0.20  -0.83  1.55  0.42   95  981  1.00  0.40 
   33   0.58  -0.87  1.48  0.44  107 1036  1.00  0.40 
   34   0.71  -0.92  1.48  0.47  121 1025  1.00  0.40 
   35   0.89  -0.95  1.43  0.48  101  987  1.00  0.40 
   36   1.25  -0.86  1.31  0.46   94  994  1.00  0.40 
   37   1.22  -0.75  1.35  0.45  101 1004  1.00  0.40 
   38   1.58  -0.66  1.16  0.45   87 1006  1.00  0.40 
   39   1.60  -0.51  1.15  0.46   92 1006  1.00  0.40 
   40   1.65  -0.32  1.12  0.47  120 1005  1.00  0.40 
