// Initial random seed:
1618480448663

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000 1000  1.00  0.40 
    2  -0.00  -0.00  0.01  0.00  955  996  1.00  0.40 
    3  -0.01  -0.00  0.01  0.00  990  978  1.00  0.40 
    4  -0.01  -0.00  0.02  0.00 1015 1003  1.00  0.40 
    5  -0.01  -0.00  0.03  0.00 1000 1003  1.00  0.40 
    6  -0.00  -0.00  0.05  0.00 1028 1022  1.00  0.40 
    7  -0.01  -0.00  0.06  0.00 1000 1031  1.00  0.40 
    8  -0.02  -0.00  0.07  0.00 1014  998  1.00  0.40 
    9  -0.03   0.00  0.11  0.00 1005  985  1.00  0.40 
   10  -0.04  -0.00  0.14  0.00 1015 1007  1.00  0.40 
   11  -0.04  -0.00  0.18  0.00 1020 1008  1.00  0.40 
   12  -0.06  -0.00  0.22  0.00 1048 1011  1.00  0.40 
   13  -0.12  -0.00  0.29  0.00  993 1017  1.00  0.40 
   14  -0.20  -0.00  0.39  0.00  988  977  1.00  0.40 
   15  -0.29   0.00  0.49  0.00 1012  987  1.00  0.40 
   16  -0.41   0.00  0.59  0.00  968  987  1.00  0.40 
   17  -0.54  -0.00  0.70  0.01 1061  953  1.00  0.40 
   18  -0.63  -0.00  0.82  0.01  967  991  1.00  0.40 
   19  -0.74  -0.00  0.92  0.01  936 1026  1.00  0.40 
   20  -0.81  -0.01  0.99  0.01  966  987  1.00  0.40 
   21  -0.84  -0.01  1.02  0.01 1010 1020  1.00  0.40 
   22  -1.01  -0.01  1.05  0.01 1013  997  1.00  0.40 
   23  -0.94  -0.01  1.07  0.02 1013  993  1.00  0.40 
   24  -0.93  -0.01  1.10  0.02 1007 1000  1.00  0.40 
   25  -0.94  -0.01  1.11  0.02 1041 1009  1.00  0.40 
   26  -0.98  -0.01  1.10  0.02  995 1015  1.00  0.40 
   27  -0.90  -0.01  1.11  0.01 1016 1008  1.00  0.40 
   28  -0.86  -0.01  1.14  0.02  992  994  1.00  0.40 
   29  -0.97  -0.01  1.14  0.02  997 1029  1.00  0.40 
   30  -0.89  -0.01  1.10  0.02  979 1021  1.00  0.40 
   31  -0.92  -0.01  1.10  0.02 1008 1004  1.00  0.40 
   32  -0.99  -0.01  1.08  0.02  994 1051  1.00  0.40 
   33  -1.06  -0.02  1.08  0.02  985 1014  1.00  0.40 
   34  -0.91  -0.01  1.09  0.03 1016 1026  1.00  0.40 
   35  -0.94  -0.01  1.08  0.02  996  995  1.00  0.40 
   36  -1.01  -0.02  1.11  0.02 1016 1001  1.00  0.40 
   37  -1.04  -0.02  1.12  0.03  981  998  1.00  0.40 
   38  -1.03  -0.03  1.11  0.03  994  986  1.00  0.40 
   39  -1.07  -0.03  1.11  0.03 1042 1025  1.00  0.40 
   40  -1.10  -0.04  1.11  0.05  996 1042  1.00  0.40 
   41  -1.05  -0.07  1.10  0.07 1000  947  1.00  0.40 
   42  -1.00  -0.10  1.09  0.09  976 1005  1.00  0.40 
   43  -1.05  -0.11  1.10  0.10 1039 1028  1.00  0.40 
   44  -1.03  -0.15  1.11  0.13  973 1007  1.00  0.40 
   45  -1.07  -0.20  1.13  0.16  996  994  1.00  0.40 
   46  -1.07  -0.29  1.12  0.23  979  979  1.00  0.40 
   47  -1.15  -0.42  1.12  0.30  966  974  1.00  0.40 
   48  -1.04  -0.54  1.11  0.37 1015 1009  1.00  0.40 
