gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1       0.00       0.00      0.00      0.00      100     1000  1.00  0.40 
    2      -0.00      -0.00      0.06      0.00      103     1037  1.00  0.40 
    3      -0.04       0.00      0.21      0.00       84      980  1.00  0.40 
    4      -0.10       0.00      0.48      0.00      101      982  1.00  0.40 
    5      -0.29       0.00      0.96      0.00      107      997  1.00  0.40 
    6      -0.65       0.00      1.20      0.00      102     1028  1.00  0.40 
    7      -0.80      -0.00      1.34      0.00      100     1002  1.00  0.40 
    8      -0.96      -0.00      1.32      0.01       94      982  1.00  0.40 
    9      -1.12      -0.00      1.13      0.01      100      961  1.00  0.40 
   10      -1.24      -0.00      0.99      0.01      106      992  1.00  0.40 
   11      -1.40      -0.01      0.78      0.02       98     1013  1.00  0.40 
   12      -1.59      -0.01      0.47      0.03      103     1001  1.00  0.40 
   13      -1.61      -0.03      0.36      0.03      112      986  1.00  0.40 
   14      -1.64      -0.04      0.36      0.04       96     1028  1.00  0.40 
   15      -1.69      -0.05      0.32      0.06      108     1003  1.00  0.40 
   16      -1.76      -0.08      0.26      0.08       93      989  1.00  0.40 
   17      -1.84      -0.11      0.37      0.11       99     1011  1.00  0.40 
   18      -1.86      -0.15      0.35      0.14       90     1008  1.00  0.40 
   19      -1.89      -0.22      0.41      0.19       91      985  1.00  0.40 
   20      -1.93      -0.33      0.47      0.27      104     1036  1.00  0.40 
   21      -2.04      -0.46      0.54      0.35       92      970  1.00  0.40 
   22      -2.17      -0.63      0.67      0.45       99     1005  1.00  0.40 
   23      -2.22      -0.78      0.77      0.54      101      977  1.00  0.40 
   24      -2.40      -0.98      0.84      0.65      105      984  1.00  0.40 
   25      -2.54      -1.18      0.86      0.76      114     1022  1.00  0.40 
   26      -2.63      -1.37      0.95      0.85      104      985  1.00  0.40 
   27      -2.71      -1.56      0.89      0.93       94     1034  1.00  0.40 
   28      -2.80      -1.75      0.92      1.02      105      965  1.00  0.40 
   29      -2.87      -2.01      1.08      1.08      108     1006  1.00  0.40 
   30      -3.06      -2.14      1.02      1.12       99      998  1.00  0.40 
   31      -3.27      -2.33      1.01      1.16       97      993  1.00  0.40 
   32      -3.55      -2.47      1.07      1.18       97     1035  1.00  0.40 
   33      -3.82      -2.62      1.10      1.19      106      975  1.00  0.40 
   34      -3.90      -2.73      1.06      1.21      103      990  1.00  0.40 
   35      -4.03      -2.82      1.13      1.20      104      972  1.00  0.40 
   36      -4.11      -2.89      1.29      1.20       91      992  1.00  0.40 
   37      -4.17      -2.97      1.12      1.16      107     1029  1.00  0.40 
   38      -4.26      -3.04      1.05      1.13      104      980  1.00  0.40 
   39      -4.21      -3.09      1.20      1.11       87      996  1.00  0.40 
   40      -3.97      -3.15      1.65      1.10       92      977  1.00  0.40 
   41      -3.97      -3.17      1.81      1.10      108     1011  1.00  0.40 
   42      -4.08      -3.19      1.95      1.08      100     1014  1.00  0.40 
   43      -3.83      -3.22      2.10      1.10      108     1009  1.00  0.40 
   44      -3.71      -3.24      2.32      1.11       84      977  1.00  0.40 
   45      -3.77      -3.27      2.40      1.11      100      988  1.00  0.40 
   46      -3.56      -3.31      2.55      1.15      106     1018  1.00  0.40 
   47      -3.30      -3.34      2.57      1.18      103     1013  1.00  0.40 
   48      -3.20      -3.36      2.61      1.21       97     1025  1.00  0.40 
   49      -2.96      -3.40      2.53      1.26      101     1010  1.00  0.40 
   50      -2.85      -3.42      2.47      1.29      110      999  1.00  0.40 
   51      -2.88      -3.43      2.49      1.31       89     1042  1.00  0.40 
   52      -2.87      -3.45      2.61      1.33      104     1036  1.00  0.40 
   53      -2.57      -3.42      2.37      1.34       91     1015  1.00  0.40 
   54      -2.54      -3.38      2.29      1.33      101      986  1.00  0.40 
   55      -2.52      -3.31      2.22      1.31      102      999  1.00  0.40 
   56      -2.69      -3.23      2.35      1.29       78      972  1.00  0.40 
   57      -2.87      -3.15      2.52      1.27      109     1012  1.00  0.40 
   58      -3.06      -2.99      2.58      1.22       99      989  1.00  0.40 
   59      -3.18      -2.88      2.54      1.19       97      989  1.00  0.40 
   60      -4.02      -2.76      2.84      1.17      100      981  1.00  0.40 
   61      -4.43      -2.59      2.87      1.13       87     1015  1.00  0.40 
   62      -4.74      -2.49      2.86      1.11      115     1018  1.00  0.40 
   63      -5.20      -2.38      2.67      1.08      109     1021  1.00  0.40 
   64      -5.69      -2.24      2.66      1.05       93     1005  1.00  0.40 
   65      -6.40      -2.19      2.41      1.03       95     1005  1.00  0.40 
   66      -6.90      -2.10      1.88      1.02       96      985  1.00  0.40 
   67      -7.24      -2.00      1.56      1.01      119     1010  1.00  0.40 
   68      -7.50      -1.96      1.31      0.99       86     1027  1.00  0.40 
   69      -7.74      -1.94      0.79      0.97      101     1034  1.00  0.40 
   70      -7.83      -1.92      0.56      0.97      110      968  1.00  0.40 
   71      -7.73      -1.91      0.40      0.98       99      987  1.00  0.40 
   72      -7.85      -1.91      0.32      0.97      109     1028  1.00  0.40 
   73      -7.77      -1.98      0.28      0.99       93     1016  1.00  0.40 
   74      -7.78      -1.98      0.27      0.99      109     1025  1.00  0.40 
   75      -7.71      -2.02      0.23      1.02      101     1000  1.00  0.40 
   76      -7.66      -2.04      0.16      1.02      100     1015  1.00  0.40 
   77      -7.69      -2.06      0.22      1.02       92      992  1.00  0.40 
   78      -7.70      -2.08      0.24      1.03       96     1014  1.00  0.40 
   79      -7.66      -2.03      0.21      1.01      106     1030  1.00  0.40 
   80      -7.63      -2.02      0.19      1.01      107      991  1.00  0.40 
   81      -7.61      -2.03      0.15      1.00       99      979  1.00  0.40 
   82      -7.63      -1.99      0.19      0.99      101     1003  1.00  0.40 
   83      -7.62      -1.98      0.22      0.99       85      998  1.00  0.40 
   84      -7.59      -1.98      0.13      0.98      100     1021  1.00  0.40 
   85      -7.56      -1.98      0.09      0.97      106      983  1.00  0.40 
   86      -7.52      -2.01      0.07      0.98      105     1005  1.00  0.40 
   87      -7.54      -1.98      0.07      0.98      107      971  1.00  0.40 
   88      -7.57      -2.00      0.09      0.98      102      968  1.00  0.40 
   89      -7.59      -2.02      0.13      0.99      106     1012  1.00  0.40 
   90      -7.60      -1.98      0.15      0.96      103     1018  1.00  0.40 
   91      -7.51      -1.96      0.10      0.98      102      991  1.00  0.40 
   92      -7.49      -1.98      0.08      1.00      100     1047  1.00  0.40 
   93      -7.48      -1.95      0.04      1.00      103     1040  1.00  0.40 
   94      -7.46      -1.94      0.02      1.01      100      959  1.00  0.40 
   95      -7.47      -1.92      0.04      1.00       89     1018  1.00  0.40 
   96      -7.46      -1.88      0.00      1.00       77     1013  1.00  0.40 
   97      -7.46      -1.81      0.00      0.98      109     1013  1.00  0.40 
   98      -7.46      -1.77      0.00      0.96       93      996  1.00  0.40 
   99      -7.46      -1.78      0.00      0.96       95     1028  1.00  0.40 
  100      -7.46      -1.74      0.00      0.97       81      971  1.00  0.40 
  101      -7.46      -1.77      0.00      0.99       95      968  1.00  0.40 
  102      -7.48      -1.70      0.02      0.98      107      987  1.00  0.40 
  103      -7.46      -1.74      0.00      0.98       88     1046  1.00  0.40 
  104      -7.46      -1.69      0.00      0.95       92      975  1.00  0.40 
  105      -7.46      -1.75      0.04      0.97      105      977  1.00  0.40 
  106      -7.46      -1.72      0.09      0.96       92      996  1.00  0.40 
  107      -7.48      -1.75      0.06      0.97      104     1023  1.00  0.40 
  108      -7.48      -1.75      0.06      0.97       98     1036  1.00  0.40 
  109      -7.49      -1.68      0.07      0.96      112      992  1.00  0.40 
  110      -7.48      -1.67      0.10      0.98      119     1011  1.00  0.40 
  111      -7.44      -1.67      0.04      0.95      102      980  1.00  0.40 
  112      -7.42      -1.64      0.08      0.96      103      953  1.00  0.40 
  113      -7.41      -1.64      0.04      0.96      101      986  1.00  0.40 
  114      -7.39      -1.64      0.05      0.95      117     1037  1.00  0.40 
  115      -7.44      -1.61      0.06      0.93      103     1011  1.00  0.40 
  116      -7.48      -1.59      0.12      0.92      100      972  1.00  0.40 
  117      -7.49      -1.61      0.15      0.93      117     1034  1.00  0.40 
  118      -7.48      -1.57      0.10      0.92       99     1006  1.00  0.40 
  119      -7.47      -1.56      0.07      0.95       85     1004  1.00  0.40 
  120      -7.48      -1.60      0.08      0.96       99      963  1.00  0.40 
  121      -7.48      -1.58      0.06      0.96      106      987  1.00  0.40 
  122      -7.48      -1.62      0.04      0.97       99      962  1.00  0.40 
  123      -7.52      -1.65      0.11      0.97      110      996  1.00  0.40 
  124      -7.51      -1.66      0.12      0.99      113      997  1.00  0.40 
  125      -7.48      -1.69      0.12      1.00       98     1002  1.00  0.40 
  126      -7.50      -1.68      0.08      0.97      103      991  1.00  0.40 
  127      -7.49      -1.65      0.06      0.97       94     1017  1.00  0.40 
  128      -7.47      -1.65      0.04      0.97      103      955  1.00  0.40 
  129      -7.47      -1.66      0.02      0.97      109     1002  1.00  0.40 
  130      -7.49      -1.62      0.04      0.95       91      999  1.00  0.40 
  131      -7.51      -1.61      0.11      0.96      109     1033  1.00  0.40 
  132      -7.45      -1.58      0.12      0.93      100      993  1.00  0.40 
  133      -7.51      -1.59      0.07      0.96      103      950  1.00  0.40 
  134      -7.51      -1.56      0.07      0.94       88     1030  1.00  0.40 
  135      -7.51      -1.62      0.09      0.97      104      987  1.00  0.40 
  136      -7.51      -1.61      0.13      0.97      105     1020  1.00  0.40 
  137      -7.48      -1.59      0.16      0.97       98     1002  1.00  0.40 
  138      -7.48      -1.58      0.23      0.99      102     1019  1.00  0.40 
  139      -7.45      -1.61      0.20      1.01       89     1002  1.00  0.40 
  140      -7.42      -1.56      0.25      0.99      106     1020  1.00  0.40 
  141      -7.42      -1.52      0.31      0.99       99     1016  1.00  0.40 
  142      -7.35      -1.48      0.35      1.00      104     1044  1.00  0.40 
