// Initial random seed:
1600135351220

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00	 1000	 1000  1.00  0.40 
    2   0.00   0.00  0.01  0.00	 3000	 2000  1.00  0.40 
    3   0.00  -0.00  0.01  0.00	 9000	 4000  1.00  0.40 
    4   0.00   0.00  0.02  0.00	10012	 7995  1.00  0.40 
    5   0.01   0.00  0.03  0.00	 9804	 9971  1.00  0.40 
    6   0.00   0.00  0.04  0.00	 9963	 9996  1.00  0.40 
    7   0.01  -0.00  0.06  0.00	 9994	10059  1.00  0.40 
    8   0.01  -0.00  0.08  0.00	 9939	 9920  1.00  0.40 
    9   0.02  -0.00  0.10  0.00	 9852	10067  1.00  0.40 
   10   0.03   0.00  0.14  0.00	 9957	 9971  1.00  0.40 
   11   0.05   0.00  0.18  0.00	10038	10006  1.00  0.40 
   12   0.06   0.00  0.24  0.00	 9994	10003  1.00  0.40 
   13   0.09  -0.00  0.30  0.00	10041	10066  1.00  0.40 
   14   0.13  -0.00  0.38  0.01	 9992	 9879  1.00  0.40 
   15   0.17   0.00  0.48  0.01	10006	 9917  1.00  0.40 
   16   0.20   0.00  0.58  0.01	10046	 9990  1.00  0.40 
   17   0.24   0.00  0.69  0.01	10023	10041  1.00  0.40 
   18   0.28   0.00  0.79  0.01	10060	10070  1.00  0.40 
   19   0.30   0.00  0.88  0.01	10018	10079  1.00  0.40 
   20   0.33   0.00  0.94  0.01	 9977	 9937  1.00  0.40 
   21   0.37   0.00  0.99  0.01	 9923	10084  1.00  0.40 
   22   0.40   0.00  1.04  0.01	10049	 9876  1.00  0.40 
   23   0.40   0.00  1.07  0.01	 9949	10076  1.00  0.40 
   24   0.38   0.00  1.09  0.02	 9987	 9984  1.00  0.40 
   25   0.39   0.00  1.11  0.02	10070	10027  1.00  0.40 
   26   0.35   0.00  1.12  0.02	 9930	 9969  1.00  0.40 
   27   0.35   0.00  1.13  0.03	 9949	 9967  1.00  0.40 
   28   0.33   0.01  1.15  0.03	10176	 9954  1.00  0.40 
   29   0.33   0.01  1.15  0.03	 9866	10018  1.00  0.40 
   30   0.32   0.01  1.17  0.04	10000	 9975  1.00  0.40 
   31   0.29   0.02  1.18  0.04	 9955	 9984  1.00  0.40 
   32   0.30   0.03  1.19  0.05	10173	10064  1.00  0.40 
   33   0.30   0.04  1.20  0.06	 9990	10061  1.00  0.40 
   34   0.29   0.05  1.21  0.07	10039	 9978  1.00  0.40 
   35   0.28   0.07  1.23  0.08	10106	10060  1.00  0.40 
   36   0.26   0.08  1.24  0.10	10044	10026  1.00  0.40 
   37   0.28   0.11  1.24  0.12	 9966	10109  1.00  0.40 
   38   0.24   0.14  1.25  0.14	 9884	10004  1.00  0.40 
   39   0.22   0.18  1.26  0.17	10067	 9969  1.00  0.40 
   40   0.15   0.23  1.27  0.20	10038	 9928  1.00  0.40 
   41   0.12   0.28  1.29  0.24	 9977	10087  1.00  0.40 
   42   0.06   0.33  1.30  0.28	 9979	 9957  1.00  0.40 
   43   0.02   0.39  1.31  0.33	10042	10056  1.00  0.40 
   44  -0.06   0.44  1.32  0.37	10025	10133  1.00  0.40 
   45  -0.15   0.50  1.34  0.42	 9818	10016  1.00  0.40 
   46  -0.23   0.56  1.35  0.47	 9921	 9957  1.00  0.40 
   47  -0.34   0.61  1.35  0.52	10070	 9966  1.00  0.40 
   48  -0.44   0.65  1.36  0.57	10039	 9816  1.00  0.40 
   49  -0.51   0.68  1.38  0.61	 9958	 9978  1.00  0.40 
   50  -0.60   0.70  1.39  0.66	10068	 9960  1.00  0.40 
   51  -0.69   0.71  1.40  0.71	10008	 9949  1.00  0.40 
   52  -0.78   0.68  1.41  0.75	 9978	 9900  1.00  0.40 
   53  -0.87   0.62  1.42  0.79	10101	10137  1.00  0.40 
   54  -0.92   0.53  1.43  0.83	10004	10071  1.00  0.40 
   55  -0.96   0.43  1.44  0.86	10046	10031  1.00  0.40 
   56  -1.02   0.29  1.44  0.88	 9987	 9994  1.00  0.40 
   57  -1.02   0.13  1.47  0.90	 9885	10009  1.00  0.40 
   58  -1.04  -0.01  1.48  0.92	 9931	10055  1.00  0.40 
   59  -0.99  -0.21  1.50  0.94	10060	10063  1.00  0.40 
   60  -0.92  -0.40  1.52  0.95	10096	10199  1.00  0.40 
   61  -0.85  -0.56  1.55  0.96	 9964	 9986  1.00  0.40 
   62  -0.76  -0.70  1.58  0.97	 9851	 9898  1.00  0.40 
   63  -0.68  -0.85  1.61  0.98	 9938	 9932  1.00  0.40 
   64  -0.52  -0.99  1.65  0.99	 9934	10047  1.00  0.40 
   65  -0.37  -1.13  1.69  1.00	10084	 9999  1.00  0.40 
   66  -0.22  -1.27  1.73  1.00	 9932	 9967  1.00  0.40 
   67  -0.04  -1.38  1.78  1.01	 9967	 9970  1.00  0.40 
   68   0.11  -1.46  1.81  1.02	 9992	10017  1.00  0.40 
   69   0.27  -1.56  1.85  1.03	10061	10026  1.00  0.40 
   70   0.46  -1.62  1.89  1.03	10087	 9909  1.00  0.40 
   71   0.69  -1.66  1.93  1.04	 9915	10022  1.00  0.40 
   72   0.86  -1.73  1.96  1.06	10036	 9945  1.00  0.40 
   73   1.11  -1.76  1.99  1.07	 9978	10112  1.00  0.40 
   74   1.32  -1.79  2.04  1.08	10018	10007  1.00  0.40 
   75   1.53  -1.77  2.06  1.09	10049	 9961  1.00  0.40 
   76   1.69  -1.75  2.09  1.10	10023	10139  1.00  0.40 
   77   1.88  -1.72  2.11  1.11	 9972	10077  1.00  0.40 
   78   2.01  -1.64  2.13  1.12	10024	10045  1.00  0.40 
   79   2.15  -1.57  2.17  1.13	 9949	 9884  1.00  0.40 
   80   2.27  -1.49  2.19  1.14	 9909	10022  1.00  0.40 
   81   2.41  -1.39  2.21  1.16	10040	 9930  1.00  0.40 
   82   2.52  -1.27  2.23  1.18	 9785	10015  1.00  0.40 
   83   2.60  -1.14  2.24  1.20	 9931	10022  1.00  0.40 
   84   2.73  -0.95  2.26  1.23	10015	 9973  1.00  0.40 
   85   2.79  -0.74  2.27  1.25	10119	10063  1.00  0.40 
   86   2.82  -0.50  2.28  1.26	 9888	10005  1.00  0.40 
   87   2.82  -0.21  2.30  1.29	10052	 9938  1.00  0.40 
   88   2.88   0.08  2.33  1.31	 9961	 9987  1.00  0.40 
   89   2.92   0.37  2.35  1.33	10087	10032  1.00  0.40 
   90   2.91   0.71  2.38  1.34	 9995	10025  1.00  0.40 
   91   2.92   1.03  2.41  1.37	 9892	 9974  1.00  0.40 
   92   2.88   1.32  2.42  1.39	 9985	 9893  1.00  0.40 
   93   2.84   1.63  2.43  1.41	 9913	10024  1.00  0.40 
   94   2.76   1.94  2.46  1.43	 9929	10017  1.00  0.40 
   95   2.70   2.21  2.49  1.45	 9933	 9994  1.00  0.40 
   96   2.62   2.46  2.49  1.46	10096	 9989  1.00  0.40 
   97   2.54   2.67  2.50  1.47	 9978	 9981  1.00  0.40 
   98   2.39   2.82  2.51  1.47	 9952	10120  1.00  0.40 
   99   2.24   2.97  2.49  1.49	10167	10009  1.00  0.40 
  100   2.09   3.07  2.49  1.50	 9972	10107  1.00  0.40 
#OUT: 100 F
Mutations:
