// Initial random seed:
1617870104812

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  111 1000  1.00  0.40 
    2  -0.00   0.00  0.02  0.00   87 1003  1.00  0.40 
    3   0.00   0.00  0.06  0.00   99  994  1.00  0.40 
    4   0.02   0.00  0.16  0.00  109  989  1.00  0.40 
    5   0.02   0.00  0.29  0.00   99 1009  1.00  0.40 
    6   0.10   0.00  0.47  0.00   90 1025  1.00  0.40 
    7   0.27   0.00  0.71  0.00   98 1013  1.00  0.40 
    8   0.67   0.00  0.81  0.01   92 1004  1.00  0.40 
    9   0.86  -0.00  0.78  0.01  106  967  1.00  0.40 
   10   1.00   0.00  0.73  0.01   96  997  1.00  0.40 
   11   1.30   0.00  0.67  0.01   98 1014  1.00  0.40 
   12   1.50   0.00  0.63  0.01  102  982  1.00  0.40 
   13   1.70   0.00  0.59  0.01  114 1001  1.00  0.40 
   14   1.81   0.00  0.59  0.01  102 1029  1.00  0.40 
   15   1.73   0.01  0.61  0.02  110 1012  1.00  0.40 
   16   1.76   0.01  0.61  0.02  103 1029  1.00  0.40 
   17   1.73   0.02  0.68  0.03   92 1022  1.00  0.40 
   18   1.93   0.04  0.65  0.04  103  992  1.00  0.40 
   19   1.92   0.06  0.66  0.06  103 1015  1.00  0.40 
   20   1.85   0.09  0.68  0.08   97 1016  1.00  0.40 
   21   1.93   0.12  0.69  0.11   99 1004  1.00  0.40 
   22   1.97   0.17  0.77  0.15   96 1007  1.00  0.40 
   23   2.15   0.24  0.80  0.20   98 1016  1.00  0.40 
   24   2.29   0.34  0.85  0.28  102  988  1.00  0.40 
#WARNING (Genome_Class::ExecuteMethod_removeMutations): removeMutations() should probably not be called from an late() event in a nonWF model; the removed mutation(s) will still influence fitness values until partway through the next generation.
   25   2.45   0.47  0.92  0.37   83  989  1.00  0.40 
   26   0.91   0.44  0.52  0.35   93 1017  1.00  0.40 
   27   1.31   0.43  0.64  0.33  101  958  1.00  0.40 
   28   1.67   0.44  0.64  0.35  100 1035  1.00  0.40 
   29   2.09   0.51  0.72  0.39  106  996  1.00  0.40 
