// Initial random seed:
1616365977182

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000  100  1.00  0.40 
    2  -0.00   0.00  0.01  0.00  986  108  1.00  0.40 
    3   0.00   0.00  0.01  0.00  988  100  1.00  0.40 
    4   0.01   0.00  0.02  0.00 1017  108  1.00  0.40 
    5   0.00   0.00  0.02  0.00 1055  107  1.00  0.40 
    6  -0.01   0.00  0.03  0.00  965   91  1.00  0.40 
    7  -0.01   0.00  0.03  0.00  976  105  1.00  0.40 
    8  -0.01   0.00  0.03  0.00 1030  101  1.00  0.40 
    9  -0.01   0.00  0.04  0.00  974   95  1.00  0.40 
   10  -0.01   0.00  0.04  0.00 1000   81  1.00  0.40 
   11  -0.01   0.00  0.05  0.00 1028  106  1.00  0.40 
   12  -0.02   0.00  0.05  0.00  998  109  1.00  0.40 
   13  -0.02   0.00  0.06  0.01 1046  104  1.00  0.40 
   14  -0.02   0.00  0.07  0.01 1052  112  1.00  0.40 
   15  -0.02   0.01  0.09  0.02 1021  104  1.00  0.40 
   16  -0.02   0.00  0.11  0.00  976  101  1.00  0.40 
   17  -0.01   0.00  0.11  0.00  974  115  1.00  0.40 
   18  -0.03   0.00  0.11  0.00 1014   91  1.00  0.40 
   19  -0.05   0.00  0.13  0.00  976   94  1.00  0.40 
   20  -0.06   0.00  0.13  0.00 1022   87  1.00  0.40 
   21  -0.06   0.00  0.14  0.00  980  102  1.00  0.40 
   22  -0.07   0.00  0.15  0.00  993   93  1.00  0.40 
   23  -0.07   0.00  0.16  0.00  967   84  1.00  0.40 
   24  -0.08   0.00  0.16  0.00 1014  107  1.00  0.40 
   25  -0.07   0.00  0.17  0.00 1020  100  1.00  0.40 
   26  -0.08   0.00  0.19  0.00 1005   98  1.00  0.40 
   27  -0.08  -0.02  0.21  0.02 1062   92  1.00  0.40 
   28  -0.07  -0.01  0.22  0.02 1036  117  1.00  0.40 
   29  -0.06  -0.01  0.23  0.01 1021  105  1.00  0.40 
   30  -0.08   0.00  0.24  0.00 1012   97  1.00  0.40 
   31  -0.08   0.00  0.25  0.00 1037   96  1.00  0.40 
   32  -0.11   0.00  0.26  0.00  989   96  1.00  0.40 
   33  -0.14   0.00  0.27  0.00  978   95  1.00  0.40 
   34  -0.15   0.00  0.28  0.00 1027  107  1.00  0.40 
   35  -0.17   0.00  0.29  0.00  995   92  1.00  0.40 
   36  -0.19   0.00  0.30  0.00  930   96  1.00  0.40 
   37  -0.19   0.00  0.31  0.00 1043  103  1.00  0.40 
   38  -0.20   0.00  0.31  0.00 1025   95  1.00  0.40 
   39  -0.23   0.00  0.33  0.00  992  110  1.00  0.40 
   40  -0.24   0.00  0.34  0.00 1010   86  1.00  0.40 
   41  -0.23   0.00  0.33  0.00 1013   98  1.00  0.40 
   42  -0.22   0.00  0.34  0.00 1022   87  1.00  0.40 
   43  -0.24  -0.01  0.34  0.01  992  103  1.00  0.40 
   44  -0.25  -0.01  0.31  0.01  973  105  1.00  0.40 
   45  -0.24  -0.03  0.32  0.02  994  104  1.00  0.40 
   46  -0.27  -0.04  0.33  0.03  971   92  1.00  0.40 
   47  -0.28  -0.04  0.34  0.03 1036  103  1.00  0.40 
   48  -0.28   0.00  0.33  0.00 1005  107  1.00  0.40 
   49  -0.30   0.00  0.35  0.00 1026   92  1.00  0.40 
   50  -0.31   0.00  0.35  0.00  973  102  1.00  0.40 
   51  -0.36   0.00  0.36  0.00  993  100  1.00  0.40 
   52  -0.38   0.00  0.39  0.00  999  105  1.00  0.40 
   53  -0.40   0.00  0.40  0.00  999  114  1.00  0.40 
   54  -0.41   0.00  0.42  0.00  974   85  1.00  0.40 
   55  -0.41   0.00  0.43  0.00 1012   99  1.00  0.40 
   56  -0.41   0.00  0.45  0.00 1008  106  1.00  0.40 
   57  -0.44   0.00  0.47  0.00 1019  106  1.00  0.40 
   58  -0.44   0.00  0.47  0.00  997   91  1.00  0.40 
   59  -0.45   0.00  0.48  0.00 1021  108  1.00  0.40 
   60  -0.45   0.00  0.50  0.00 1030   92  1.00  0.40 
   61  -0.44  -0.02  0.51  0.02  982   96  1.00  0.40 
   62  -0.42  -0.02  0.52  0.02  961  110  1.00  0.40 
   63  -0.49  -0.02  0.56  0.02  966   95  1.00  0.40 
   64  -0.50  -0.02  0.58  0.02  991  100  1.00  0.40 
   65  -0.52  -0.02  0.59  0.02  958  103  1.00  0.40 
   66  -0.50  -0.02  0.59  0.02  957   92  1.00  0.40 
   67  -0.50  -0.02  0.61  0.02  995  102  1.00  0.40 
   68  -0.51  -0.05  0.64  0.05  991   95  1.00  0.40 
   69  -0.49  -0.04  0.66  0.04 1037   96  1.00  0.40 
   70  -0.47  -0.05  0.66  0.05 1027   90  1.00  0.40 
   71  -0.51  -0.03  0.69  0.03 1038   99  1.00  0.40 
   72  -0.57  -0.02  0.69  0.02 1016   98  1.00  0.40 
   73  -0.61  -0.03  0.74  0.03 1017  101  1.00  0.40 
   74  -0.62  -0.01  0.77  0.01  998   91  1.00  0.40 
   75  -0.61  -0.01  0.76  0.01  974   97  1.00  0.40 
   76  -0.63  -0.02  0.77  0.02 1024   95  1.00  0.40 
   77  -0.67  -0.02  0.79  0.02 1021  104  1.00  0.40 
   78  -0.63  -0.01  0.81  0.01  980  108  1.00  0.40 
   79  -0.65   0.00  0.84  0.00 1000   98  1.00  0.40 
   80  -0.70   0.00  0.84  0.00  973  101  1.00  0.40 
   81  -0.73   0.00  0.85  0.00 1013  102  1.00  0.40 
   82  -0.73   0.00  0.86  0.00 1003  100  1.00  0.40 
   83  -0.73   0.00  0.88  0.00  961   99  1.00  0.40 
   84  -0.79   0.00  0.86  0.00 1021   88  1.00  0.40 
   85  -0.83   0.00  0.87  0.00 1029   96  1.00  0.40 
   86  -0.88   0.00  0.90  0.00  999  102  1.00  0.40 
