// Initial random seed:
1618550947433

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000 1000  1.00  0.40 
    2   0.00  -0.00  0.01  0.00 1009  970  1.00  0.40 
    3  -0.00  -0.00  0.01  0.00  992  942  1.00  0.40 
    4  -0.01  -0.00  0.03  0.00 1016  990  1.00  0.40 
    5  -0.02  -0.00  0.05  0.00 1000 1040  1.00  0.40 
    6  -0.05  -0.00  0.08  0.00  964 1034  1.00  0.40 
    7  -0.08  -0.00  0.13  0.00  995  981  1.00  0.40 
    8  -0.10   0.00  0.16  0.00  980  978  1.00  0.40 
    9  -0.14   0.00  0.22  0.01  964  998  1.00  0.40 
   10  -0.20  -0.00  0.29  0.00 1017  971  1.00  0.40 
   11  -0.34  -0.00  0.40  0.00  996  978  1.00  0.40 
   12  -0.43  -0.00  0.49  0.00  986  980  1.00  0.40 
   13  -0.56   0.00  0.58  0.01 1011 1003  1.00  0.40 
   14  -0.70   0.00  0.68  0.01  999  984  1.00  0.40 
   15  -0.84   0.00  0.76  0.00  995 1004  1.00  0.40 
   16  -0.93   0.00  0.82  0.01 1008 1011  1.00  0.40 
   17  -1.08   0.00  0.86  0.01 1014 1027  1.00  0.40 
   18  -1.21   0.00  0.90  0.01 1011 1018  1.00  0.40 
   19  -1.24   0.00  0.93  0.01 1011 1044  1.00  0.40 
   20  -1.16   0.01  0.93  0.01 1018 1027  1.00  0.40 
   21  -1.16   0.01  0.91  0.01  984 1043  1.00  0.40 
   22  -1.08   0.00  0.94  0.01 1008  975  1.00  0.40 
   23  -1.02   0.00  0.96  0.02 1022  989  1.00  0.40 
   24  -1.16  -0.00  0.97  0.02 1024  978  1.00  0.40 
   25  -1.13  -0.02  0.99  0.03  970 1032  1.00  0.40 
   26  -1.12  -0.03  1.00  0.04  995  972  1.00  0.40 
   27  -1.15  -0.04  1.02  0.06  972 1009  1.00  0.40 
   28  -1.29  -0.05  1.02  0.06  974 1017  1.00  0.40 
   29  -1.29  -0.08  1.02  0.08  992  961  1.00  0.40 
   30  -1.32  -0.10  1.02  0.10  959 1020  1.00  0.40 
   31  -1.28  -0.15  1.03  0.13 1024  980  1.00  0.40 
   32  -1.33  -0.22  1.04  0.17 1026 1019  1.00  0.40 
   33  -1.27  -0.28  1.06  0.23 1050 1018  1.00  0.40 
   34  -1.19  -0.34  1.08  0.27  970  978  1.00  0.40 
   35  -1.18  -0.48  1.09  0.34 1026 1045  1.00  0.40 
   36  -1.22  -0.60  1.10  0.40 1001  971  1.00  0.40 
   37  -1.09  -0.79  1.13  0.49  994  964  1.00  0.40 
   38  -0.91  -0.93  1.16  0.56  946 1000  1.00  0.40 
   39  -0.84  -1.09  1.19  0.64  993 1013  1.00  0.40 
   40  -0.71  -1.20  1.20  0.68  955  974  1.00  0.40 
   41  -0.65  -1.28  1.21  0.72 1014 1001  1.00  0.40 
   42  -0.52  -1.43  1.24  0.75 1014 1001  1.00  0.40 
   43  -0.50  -1.49  1.23  0.75 1043  994  1.00  0.40 
   44  -0.41  -1.58  1.23  0.78  941  994  1.00  0.40 
   45  -0.22  -1.68  1.25  0.82  951 1006  1.00  0.40 
   46   0.07  -1.79  1.26  0.85 1010  987  1.00  0.40 
   47   0.29  -1.89  1.23  0.90 1017 1027  1.00  0.40 
   48   0.49  -1.96  1.23  0.91 1032  999  1.00  0.40 
   49   0.75  -2.00  1.23  0.93 1025  991  1.00  0.40 
   50   0.86  -2.04  1.22  0.96 1042 1003  1.00  0.40 
   51   1.15  -2.03  1.19  0.96 1005  992  1.00  0.40 
   52   1.34  -1.97  1.15  0.97 1000  956  1.00  0.40 
   53   1.56  -1.94  1.09  0.98 1023 1011  1.00  0.40 
   54   1.70  -1.86  1.06  1.00  973  965  1.00  0.40 
   55   1.69  -1.76  1.07  1.03 1008  977  1.00  0.40 
