initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  110 1000  1.00  0.40 
    2  -0.00  -0.00  0.03  0.00  104 1025  1.00  0.40 
    3  -0.04   0.00  0.06  0.00   95 1048  1.00  0.40 
    4  -0.14   0.00  0.19  0.01   90  998  1.00  0.40 
    5  -0.37   0.00  0.42  0.01   92 1057  1.00  0.40 
    6  -0.70   0.00  0.67  0.01  110  989  1.00  0.40 
    7  -0.97  -0.00  0.78  0.01   95  986  1.00  0.40 
    8  -1.03   0.00  0.82  0.01  117 1011  1.00  0.40 
    9  -1.11  -0.00  0.81  0.01   92  998  1.00  0.40 
   10  -1.14  -0.00  0.81  0.01   99 1005  1.00  0.40 
   11  -1.12  -0.00  0.81  0.01  100 1016  1.00  0.40 
   12  -1.14  -0.00  0.81  0.01   99 1013  1.00  0.40 
   13  -1.26  -0.00  0.76  0.01   99  994  1.00  0.40 
   14  -1.31  -0.00  0.78  0.01  101 1001  1.00  0.40 
   15  -1.42  -0.01  0.77  0.01  112  987  1.00  0.40 
   16  -1.50  -0.01  0.82  0.02  102 1021  1.00  0.40 
   17  -1.72  -0.02  0.90  0.02   77  991  1.00  0.40 
#WARNING (Genome_Class::ExecuteMethod_removeMutations): removeMutations() should probably not be called from an late() event in a nonWF model; the removed mutation(s) will still influence fitness values until partway through the next generation.
   18  -1.87  -0.02  0.94  0.03   97 1010  1.00  0.40 
   19  -1.15  -0.02  0.91  0.03  104 1023  1.00  0.40 
   20  -1.59  -0.02  1.13  0.03  104 1020  1.00  0.40 
   21  -1.71  -0.03  1.18  0.04  101  984  1.00  0.40 
   22  -1.76  -0.05  1.19  0.06   94  976  1.00  0.40 
   23  -1.76  -0.07  1.17  0.08  102 1019  1.00  0.40 
   24  -1.78  -0.10  1.20  0.11  110  982  1.00  0.40 
   25  -1.80  -0.12  1.20  0.13  101 1028  1.00  0.40 
   26  -1.83  -0.17  1.26  0.19  102  969  1.00  0.40 
   27  -1.84  -0.23  1.32  0.23   81  981  1.00  0.40 
   28  -1.84  -0.34  1.32  0.32  101  994  1.00  0.40 
   29  -1.87  -0.42  1.36  0.39  116 1013  1.00  0.40 
   30  -1.89  -0.53  1.39  0.46  104 1012  1.00  0.40 
   31  -1.94  -0.63  1.39  0.52  102 1019  1.00  0.40 
   32  -2.04  -0.76  1.49  0.58   97 1000  1.00  0.40 
   33  -2.18  -0.88  1.57  0.63   83  983  1.00  0.40 
   34  -2.40  -1.00  1.69  0.67  104 1000  1.00  0.40 
   35  -2.63  -1.09  1.75  0.69   96 1001  1.00  0.40 
