initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000 1000  1.00  0.40 
    2   0.00   0.00  0.01  0.00 1021 1018  1.00  0.40 
    3  -0.00   0.00  0.03  0.00 1038  960  1.00  0.40 
    4  -0.00   0.00  0.04  0.00 1014 1025  1.00  0.40 
    5  -0.01   0.00  0.06  0.00  961 1001  1.00  0.40 
    6  -0.01   0.00  0.07  0.00 1003  972  1.00  0.40 
    7  -0.01  -0.00  0.09  0.00  997  990  1.00  0.40 
    8  -0.02  -0.00  0.12  0.00  977 1001  1.00  0.40 
    9  -0.02  -0.00  0.16  0.00 1012  971  1.00  0.40 
   10  -0.02  -0.00  0.19  0.01 1030 1007  1.00  0.40 
   11  -0.01  -0.00  0.25  0.01  956 1037  1.00  0.40 
   12  -0.01   0.00  0.33  0.01 1015  933  1.00  0.40 
   13  -0.02   0.00  0.41  0.01 1022 1007  1.00  0.40 
   14   0.01   0.00  0.53  0.01  999  987  1.00  0.40 
   15   0.03   0.00  0.67  0.01 1012 1035  1.00  0.40 
   16   0.03   0.00  0.79  0.01 1024 1008  1.00  0.40 
   17   0.02   0.01  0.88  0.02  973  982  1.00  0.40 
   18  -0.03   0.01  0.98  0.02 1006  981  1.00  0.40 
   19   0.01   0.01  1.04  0.03 1030  983  1.00  0.40 
   20  -0.02   0.01  1.09  0.03 1034  989  1.00  0.40 
   21  -0.03   0.01  1.13  0.04  979  983  1.00  0.40 
   22  -0.10   0.01  1.16  0.05  992 1005  1.00  0.40 
   23  -0.11  -0.00  1.18  0.07 1025  952  1.00  0.40 
