initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000 1000  1.00  0.40 
    2   0.00  -0.00  0.01  0.00 1022 1006  1.00  0.40 
    3   0.01  -0.00  0.02  0.00 1048  983  1.00  0.40 
    4   0.00  -0.00  0.03  0.00 1010 1055  1.00  0.40 
    5  -0.01  -0.00  0.05  0.00 1015 1001  1.00  0.40 
    6   0.01  -0.00  0.07  0.01  961  980  1.00  0.40 
    7   0.01  -0.00  0.09  0.00 1009 1019  1.00  0.40 
    8   0.00  -0.00  0.12  0.00  978  999  1.00  0.40 
    9   0.01  -0.00  0.17  0.01 1014 1001  1.00  0.40 
   10   0.01  -0.00  0.21  0.01 1017 1014  1.00  0.40 
   11   0.03  -0.00  0.28  0.01 1005  990  1.00  0.40 
   12   0.02  -0.00  0.37  0.01  978  976  1.00  0.40 
   13   0.01  -0.00  0.48  0.01  993 1052  1.00  0.40 
   14  -0.06  -0.00  0.64  0.01 1040 1006  1.00  0.40 
   15  -0.15   0.00  0.76  0.01  936  996  1.00  0.40 
   16  -0.20   0.00  0.92  0.01 1012 1014  1.00  0.40 
   17  -0.31   0.00  1.05  0.02  973  984  1.00  0.40 
   18  -0.38   0.00  1.13  0.02 1032 1020  1.00  0.40 
   19  -0.52   0.00  1.19  0.01  988  965  1.00  0.40 
   20  -0.56   0.01  1.22  0.02 1037  962  1.00  0.40 
   21  -0.61   0.01  1.24  0.01 1015  983  1.00  0.40 
   22  -0.67   0.00  1.26  0.02 1025 1000  1.00  0.40 
   23  -0.70   0.00  1.26  0.02  996 1012  1.00  0.40 
   24  -0.76   0.00  1.27  0.02  963  985  1.00  0.40 
   25  -0.68   0.01  1.27  0.02  981 1013  1.00  0.40 
   26  -0.77   0.01  1.28  0.02 1030 1052  1.00  0.40 
   27  -0.92   0.01  1.26  0.01  977 1000  1.00  0.40 
   28  -0.92   0.01  1.27  0.01  976 1008  1.00  0.40 
   29  -0.94   0.01  1.28  0.02  971  937  1.00  0.40 
   30  -1.10   0.02  1.28  0.02  981 1004  1.00  0.40 
   31  -1.14   0.02  1.29  0.02 1012 1058  1.00  0.40 
   32  -1.17   0.03  1.29  0.03  995 1008  1.00  0.40 
   33  -1.09   0.04  1.31  0.04  988  986  1.00  0.40 
   34  -1.14   0.05  1.30  0.05  981 1022  1.00  0.40 
   35  -1.26   0.07  1.31  0.07 1028 1002  1.00  0.40 
   36  -1.35   0.08  1.32  0.08  981 1014  1.00  0.40 
   37  -1.40   0.10  1.32  0.09 1006  993  1.00  0.40 
   38  -1.46   0.11  1.31  0.11 1007 1008  1.00  0.40 
   39  -1.53   0.15  1.32  0.13  991  984  1.00  0.40 
   40  -1.56   0.18  1.35  0.16  999  977  1.00  0.40 
   41  -1.65   0.20  1.38  0.18 1026 1003  1.00  0.40 
   42  -1.74   0.23  1.39  0.20 1001  983  1.00  0.40 
   43  -1.78   0.28  1.40  0.23 1016  997  1.00  0.40 
   44  -1.81   0.29  1.41  0.25 1030 1016  1.00  0.40 
   45  -1.93   0.31  1.42  0.27 1087 1014  1.00  0.40 
   46  -1.87   0.31  1.41  0.27 1005 1004  1.00  0.40 
   47  -1.99   0.31  1.42  0.29 1019  957  1.00  0.40 
   48  -2.23   0.33  1.42  0.31  985  992  1.00  0.40 
   49  -2.27   0.31  1.41  0.31  991 1007  1.00  0.40 
   50  -2.25   0.32  1.42  0.32  987 1004  1.00  0.40 
   51  -2.33   0.31  1.41  0.33 1017 1040  1.00  0.40 
   52  -2.37   0.29  1.43  0.34  959 1009  1.00  0.40 
   53  -2.33   0.28  1.44  0.35  989 1005  1.00  0.40 
   54  -2.37   0.26  1.44  0.36  985 1009  1.00  0.40 
   55  -2.46   0.23  1.44  0.38 1034 1017  1.00  0.40 
   56  -2.55   0.18  1.41  0.40  977  997  1.00  0.40 
   57  -2.58   0.11  1.43  0.42 1010 1000  1.00  0.40 
   58  -2.61   0.05  1.43  0.44  951  969  1.00  0.40 
   59  -2.60  -0.01  1.47  0.46 1000 1014  1.00  0.40 
   60  -2.63  -0.15  1.46  0.52 1003 1021  1.00  0.40 
   61  -2.67  -0.33  1.45  0.55 1029 1002  1.00  0.40 
   62  -2.73  -0.48  1.47  0.60 1032  988  1.00  0.40 
   63  -2.74  -0.77  1.47  0.65 1013 1015  1.00  0.40 
   64  -2.73  -1.04  1.49  0.74  997  951  1.00  0.40 
   65  -2.69  -1.35  1.49  0.81  961 1017  1.00  0.40 
   66  -2.60  -1.57  1.52  0.84 1005 1006  1.00  0.40 
