gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000   97  1.00  0.40 
    2  -0.00   0.00  0.00  0.00 1010  111  1.00  0.40 
    3  -0.01   0.00  0.01  0.00  998   99  1.00  0.40 
    4  -0.01   0.00  0.02  0.00  927  100  1.00  0.40 
    5  -0.02   0.00  0.03  0.00  981   96  1.00  0.40 
    6  -0.03   0.00  0.03  0.00 1018  105  1.00  0.40 
    7  -0.03   0.00  0.04  0.00 1024   97  1.00  0.40 
    8  -0.05   0.00  0.04  0.00  963  101  1.00  0.40 
    9  -0.05   0.00  0.06  0.00 1003   85  1.00  0.40 
   10  -0.04   0.00  0.06  0.00  996  106  1.00  0.40 
   11  -0.04   0.00  0.07  0.00 1001  108  1.00  0.40 
   12  -0.04   0.00  0.07  0.00  988   94  1.00  0.40 
   13  -0.05   0.00  0.08  0.00  963   90  1.00  0.40 
   14  -0.06   0.00  0.10  0.01  973   97  1.00  0.40 
   15  -0.05   0.00  0.12  0.02 1006  103  1.00  0.40 
   16  -0.05   0.00  0.13  0.02  998  100  1.00  0.40 
   17  -0.04   0.00  0.12  0.02  973  101  1.00  0.40 
   18  -0.05   0.00  0.13  0.01 1008  101  1.00  0.40 
   19  -0.06   0.00  0.14  0.00  998   86  1.00  0.40 
   20  -0.05  -0.01  0.15  0.01  992  108  1.00  0.40 
   21  -0.04  -0.02  0.15  0.02  982  100  1.00  0.40 
   22  -0.05  -0.01  0.14  0.02 1013  101  1.00  0.40 
   23  -0.07  -0.03  0.17  0.04 1035  112  1.00  0.40 
   24  -0.09  -0.04  0.20  0.06  962  105  1.00  0.40 
   25  -0.08  -0.04  0.20  0.05 1037  103  1.00  0.40 
   26  -0.09  -0.04  0.21  0.05 1035  100  1.00  0.40 
   27  -0.09  -0.04  0.24  0.06 1032  104  1.00  0.40 
   28  -0.09  -0.02  0.28  0.02 1049   84  1.00  0.40 
   29  -0.09  -0.01  0.27  0.02 1001  108  1.00  0.40 
   30  -0.09  -0.01  0.27  0.01 1004   98  1.00  0.40 
   31  -0.10   0.00  0.29  0.00  991  112  1.00  0.40 
   32  -0.08   0.00  0.30  0.00  992   87  1.00  0.40 
   33  -0.10   0.00  0.29  0.00  973   96  1.00  0.40 
   34  -0.14   0.00  0.31  0.00 1002   95  1.00  0.40 
   35  -0.15   0.00  0.31  0.00 1005  101  1.00  0.40 
   36  -0.18   0.00  0.32  0.00  986   88  1.00  0.40 
   37  -0.18   0.00  0.34  0.00 1014   90  1.00  0.40 
   38  -0.18   0.00  0.37  0.00 1054  102  1.00  0.40 
   39  -0.16   0.00  0.37  0.00  980  105  1.00  0.40 
   40  -0.16   0.00  0.34  0.00  969   92  1.00  0.40 
   41  -0.17   0.00  0.36  0.00 1046  104  1.00  0.40 
   42  -0.16   0.00  0.34  0.00 1084  106  1.00  0.40 
   43  -0.18   0.00  0.32  0.01  995   84  1.00  0.40 
   44  -0.17   0.00  0.33  0.01  993  101  1.00  0.40 
   45  -0.18  -0.01  0.33  0.02  979  106  1.00  0.40 
   46  -0.17  -0.01  0.36  0.01 1029   96  1.00  0.40 
   47  -0.20   0.00  0.37  0.00  982  102  1.00  0.40 
   48  -0.21   0.01  0.39  0.02  963  120  1.00  0.40 
   49  -0.23   0.01  0.43  0.02 1028   92  1.00  0.40 
   50  -0.23   0.01  0.42  0.01  999  100  1.00  0.40 
   51  -0.23   0.00  0.43  0.00 1000   97  1.00  0.40 
   52  -0.25  -0.01  0.46  0.01  981  101  1.00  0.40 
   53  -0.22   0.00  0.48  0.00 1010  108  1.00  0.40 
   54  -0.24   0.00  0.48  0.00 1057   84  1.00  0.40 
   55  -0.26   0.00  0.49  0.00 1008   99  1.00  0.40 
   56  -0.31   0.00  0.51  0.00 1003  101  1.00  0.40 
   57  -0.31   0.00  0.51  0.00  991  100  1.00  0.40 
   58  -0.32   0.00  0.53  0.00 1006  107  1.00  0.40 
   59  -0.33   0.00  0.53  0.00 1008   99  1.00  0.40 
   60  -0.30   0.00  0.55  0.00  979   90  1.00  0.40 
   61  -0.30   0.00  0.58  0.00  989   93  1.00  0.40 
   62  -0.28   0.00  0.61  0.00  999   97  1.00  0.40 
   63  -0.27   0.00  0.64  0.00 1035  105  1.00  0.40 
   64  -0.24   0.00  0.64  0.00 1027   97  1.00  0.40 
   65  -0.22   0.00  0.65  0.00  977   93  1.00  0.40 
   66  -0.21   0.00  0.65  0.00  969   97  1.00  0.40 
   67  -0.20   0.00  0.66  0.00 1002   99  1.00  0.40 
   68  -0.27   0.00  0.69  0.00  940  112  1.00  0.40 
   69  -0.30   0.00  0.69  0.00 1049   95  1.00  0.40 
   70  -0.33   0.00  0.73  0.00 1042  101  1.00  0.40 
   71  -0.36  -0.01  0.74  0.01 1054   98  1.00  0.40 
   72  -0.35   0.00  0.76  0.00  990  105  1.00  0.40 
   73  -0.39   0.00  0.79  0.00  966   94  1.00  0.40 
   74  -0.46   0.00  0.79  0.00 1009   98  1.00  0.40 
   75  -0.41   0.00  0.81  0.00  962  101  1.00  0.40 
   76  -0.40   0.00  0.83  0.00 1032  104  1.00  0.40 
   77  -0.38   0.00  0.84  0.00  993  101  1.00  0.40 
   78  -0.42   0.00  0.85  0.00  989  102  1.00  0.40 
   79  -0.44   0.00  0.86  0.00  996  103  1.00  0.40 
   80  -0.40   0.00  0.89  0.00 1041  100  1.00  0.40 
   81  -0.43   0.00  0.91  0.00 1004   93  1.00  0.40 
   82  -0.41   0.00  0.93  0.00  955   97  1.00  0.40 
   83  -0.47   0.00  0.93  0.00  966   97  1.00  0.40 
   84  -0.49   0.00  0.96  0.00  974  103  1.00  0.40 
   85  -0.51  -0.00  0.97  0.01 1057  100  1.00  0.40 
   86  -0.43  -0.01  1.01  0.02  990  101  1.00  0.40 
   87  -0.41  -0.01  1.02  0.02  980   99  1.00  0.40 
   88  -0.46  -0.01  1.04  0.03  984  101  1.00  0.40 
   89  -0.46  -0.01  1.08  0.05 1040  100  1.00  0.40 
   90  -0.51  -0.02  1.08  0.07 1018   89  1.00  0.40 
   91  -0.53  -0.01  1.11  0.02 1036   96  1.00  0.40 
   92  -0.61  -0.01  1.10  0.02 1066  108  1.00  0.40 
   93  -0.59  -0.00  1.11  0.01 1031  103  1.00  0.40 
   94  -0.61  -0.01  1.12  0.03 1018   91  1.00  0.40 
   95  -0.60  -0.02  1.10  0.03  985   98  1.00  0.40 
