gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00   96 1000  1.00  0.40 
    2   0.00   0.00  0.01  0.00  102 1000  1.00  0.40 
    3   0.01   0.00  0.03  0.00   98 1019  1.00  0.40 
    4   0.03   0.00  0.05  0.01   95 1021  1.00  0.40 
    5   0.05   0.00  0.09  0.00   93  997  1.00  0.40 
    6   0.10   0.00  0.19  0.01   94 1029  1.00  0.40 
    7   0.16  -0.00  0.32  0.00  100 1013  1.00  0.40 
    8   0.15  -0.00  0.46  0.00  108 1001  1.00  0.40 
    9  -0.04  -0.00  0.65  0.00   84  991  1.00  0.40 
   10  -0.31  -0.00  0.81  0.00   91 1018  1.00  0.40 
   11  -0.65  -0.01  0.82  0.01  100  995  1.00  0.40 
   12  -0.80  -0.00  0.86  0.01   96 1020  1.00  0.40 
   13  -0.85  -0.00  0.91  0.01  100  987  1.00  0.40 
   14  -0.80  -0.00  1.00  0.01  109  972  1.00  0.40 
   15  -0.83  -0.01  1.03  0.01   96  976  1.00  0.40 
   16  -0.87  -0.02  1.09  0.02   89  994  1.00  0.40 
   17  -0.84  -0.02  1.07  0.03  109  988  1.00  0.40 
   18  -0.87  -0.03  1.17  0.03  101 1021  1.00  0.40 
   19  -1.25  -0.03  1.13  0.03   92 1004  1.00  0.40 
   20  -1.39  -0.03  1.16  0.03   93 1021  1.00  0.40 
   21  -1.50  -0.04  1.20  0.04   86 1021  1.00  0.40 
   22  -1.57  -0.04  1.25  0.05  104  996  1.00  0.40 
   23  -1.51  -0.06  1.27  0.06  101 1005  1.00  0.40 
   24  -1.48  -0.07  1.27  0.08  109 1005  1.00  0.40 
   25  -1.52  -0.07  1.29  0.09  104 1018  1.00  0.40 
   26  -1.59  -0.10  1.22  0.11   98  993  1.00  0.40 
   27  -1.86  -0.11  1.19  0.13  116 1005  1.00  0.40 
   28  -1.72  -0.12  1.17  0.14  100 1020  1.00  0.40 
   29  -1.61  -0.15  1.19  0.16  112  978  1.00  0.40 
   30  -1.56  -0.19  1.22  0.19  104  987  1.00  0.40 
   31  -1.76  -0.25  1.20  0.23   89 1001  1.00  0.40 
   32  -1.89  -0.30  1.22  0.27   97 1051  1.00  0.40 
   33  -1.83  -0.38  1.21  0.33  119 1009  1.00  0.40 
   34  -1.85  -0.43  1.21  0.36   99  957  1.00  0.40 
   35  -1.59  -0.54  1.22  0.42  104  980  1.00  0.40 
   36  -1.60  -0.64  1.19  0.48  111  990  1.00  0.40 
   37  -1.65  -0.77  1.21  0.53  111 1012  1.00  0.40 
   38  -1.49  -0.93  1.21  0.60   94  998  1.00  0.40 
   39  -1.25  -1.10  1.24  0.66  108  987  1.00  0.40 
   40  -0.97  -1.24  1.24  0.71  108  976  1.00  0.40 
   41  -0.26  -1.33  1.16  0.73   92 1037  1.00  0.40 
   42   0.00  -1.34  1.12  0.72  110  988  1.00  0.40 
   43   0.27  -1.43  1.07  0.75   94  996  1.00  0.40 
   44   0.80  -1.43  0.89  0.76   98 1023  1.00  0.40 
   45   0.99  -1.41  0.82  0.75   98 1005  1.00  0.40 
   46   1.27  -1.35  0.72  0.73  101 1002  1.00  0.40 
   47   1.43  -1.30  0.65  0.71  107 1008  1.00  0.40 
   48   1.53  -1.20  0.62  0.67   91 1022  1.00  0.40 
   49   1.63  -1.14  0.57  0.65   93 1012  1.00  0.40 
   50   1.59  -1.07  0.57  0.64  105  986  1.00  0.40 
   51   1.64  -0.99  0.55  0.63  113 1032  1.00  0.40 
   52   1.59  -0.82  0.59  0.58   80  987  1.00  0.40 
   53   1.60  -0.69  0.60  0.56   88 1045  1.00  0.40 
   54   1.67  -0.55  0.54  0.54  106 1008  1.00  0.40 
   55   1.67  -0.38  0.54  0.52   98 1014  1.00  0.40 
   56   1.65  -0.20  0.56  0.52  118  959  1.00  0.40 
   57   1.61  -0.02  0.64  0.52  101 1026  1.00  0.40 
   58   1.60   0.19  0.63  0.53  102 1020  1.00  0.40 
   59   1.62   0.40  0.65  0.55  108 1021  1.00  0.40 
   60   1.36   0.59  0.79  0.56   91  943  1.00  0.40 
   61   1.14   0.77  0.89  0.56   98 1000  1.00  0.40 
   62   0.87   0.94  0.96  0.56   99 1010  1.00  0.40 
   63   0.29   1.05  1.16  0.56  101 1029  1.00  0.40 
   64  -0.12   1.14  1.28  0.55  106 1015  1.00  0.40 
   65  -0.83   1.20  1.33  0.55   99  962  1.00  0.40 
   66  -1.40   1.26  1.28  0.55   95 1008  1.00  0.40 
   67  -1.60   1.29  1.25  0.55  102  963  1.00  0.40 
   68  -1.77   1.27  1.25  0.57  101  962  1.00  0.40 
   69  -2.02   1.29  1.18  0.57  100 1016  1.00  0.40 
   70  -1.90   1.24  1.22  0.60   90 1015  1.00  0.40 
   71  -2.15   1.21  1.15  0.61  108  970  1.00  0.40 
   72  -2.26   1.14  1.10  0.61   93 1014  1.00  0.40 
   73  -2.33   1.06  1.08  0.64   94  985  1.00  0.40 
   74  -2.45   1.02  1.04  0.66   94 1016  1.00  0.40 
   75  -2.58   0.93  1.01  0.68   98 1033  1.00  0.40 
   76  -2.58   0.79  1.01  0.73   99  953  1.00  0.40 
   77  -0.02   0.72  0.01  0.74   95  993  1.00  0.40 
   78  -0.04   0.57  0.04  0.76  104  980  1.00  0.40 
   79  -0.06   0.46  0.09  0.75  100  951  1.00  0.40 
   80  -0.12   0.41  0.16  0.73  109 1024  1.00  0.40 
   81  -0.17   0.38  0.27  0.70   98  978  1.00  0.40 
   82  -0.26   0.30  0.28  0.67   95 1026  1.00  0.40 
   83  -0.23   0.25  0.33  0.64  109 1009  1.00  0.40 
   84  -0.46   0.21  0.44  0.62   92 1045  1.00  0.40 
   85  -0.61   0.17  0.46  0.60  101  976  1.00  0.40 
   86  -0.82   0.09  0.54  0.59  101 1057  1.00  0.40 
   87  -1.02   0.04  0.59  0.55   98 1012  1.00  0.40 
   88  -1.07  -0.13  0.63  0.55   92 1023  1.00  0.40 
   89  -0.98  -0.31  0.68  0.58   95  982  1.00  0.40 
   90  -0.69  -0.45  0.73  0.62  100 1022  1.00  0.40 
   91  -0.42  -0.56  0.78  0.66   98 1009  1.00  0.40 
   92  -0.34  -0.62  0.79  0.68   88 1005  1.00  0.40 
   93   0.01  -0.70  0.81  0.71  103 1002  1.00  0.40 
   94   0.60  -0.78  0.82  0.73  103  996  1.00  0.40 
   95   0.89  -0.72  0.87  0.75  114 1015  1.00  0.40 
   96   1.52  -0.67  0.84  0.75   95 1022  1.00  0.40 
   97   1.92  -0.59  0.74  0.79   93  985  1.00  0.40 
   98   2.11  -0.39  0.71  0.82  103  952  1.00  0.40 
   99   2.19  -0.16  0.66  0.85  109 1012  1.00  0.40 
  100   2.25   0.08  0.68  0.86  111 1020  1.00  0.40 
  101   2.42   0.30  0.73  0.87  101 1014  1.00  0.40 
  102   0.33   0.35  0.24  0.82  108 1002  1.00  0.40 
  103   0.37   0.37  0.26  0.75  112  957  1.00  0.40 
  104   0.44   0.40  0.33  0.69   89  978  1.00  0.40 
  105   0.60   0.36  0.37  0.64   96 1001  1.00  0.40 
  106   0.80   0.37  0.47  0.61  105  985  1.00  0.40 
  107   1.04   0.41  0.50  0.56   79 1024  1.00  0.40 
  108   1.10   0.45  0.51  0.55   94  966  1.00  0.40 
  109   1.12   0.53  0.57  0.55  105  988  1.00  0.40 
  110   1.10   0.61  0.61  0.58   99 1007  1.00  0.40 
  111   1.01   0.70  0.66  0.62  100 1014  1.00  0.40 
  112   1.00   0.76  0.69  0.65   96 1006  1.00  0.40 
  113   0.73   0.83  0.74  0.66   98  987  1.00  0.40 
  114   0.41   0.89  0.78  0.67   96 1033  1.00  0.40 
  115   0.24   0.89  0.84  0.66  102  992  1.00  0.40 
  116  -0.05   0.92  0.82  0.69  101 1021  1.00  0.40 
  117  -0.47   0.90  0.73  0.71   98 1032  1.00  0.40 
  118  -0.67   0.79  0.67  0.69   98 1042  1.00  0.40 
  119  -0.91   0.69  0.58  0.70   94 1003  1.00  0.40 
  120  -0.93   0.53  0.58  0.67  103 1007  1.00  0.40 
  121  -0.95   0.38  0.59  0.62   89 1035  1.00  0.40 
  122  -0.97   0.27  0.56  0.59  103  982  1.00  0.40 
  123  -0.98   0.14  0.54  0.59   97  997  1.00  0.40 
  124  -1.04   0.02  0.53  0.55   86  998  1.00  0.40 
  125  -1.03  -0.06  0.55  0.56   97 1008  1.00  0.40 
  126  -0.99  -0.14  0.57  0.57  106  994  1.00  0.40 
  127  -1.01  -0.23  0.65  0.60   90  976  1.00  0.40 
  128  -1.14  -0.31  0.70  0.66   94  991  1.00  0.40 
  129  -1.33  -0.37  0.81  0.73   88  980  1.00  0.40 
  130  -1.71  -0.44  0.98  0.78   90 1003  1.00  0.40 
  131  -1.84  -0.48  1.08  0.81  103 1003  1.00  0.40 
  132  -1.79  -0.53  1.20  0.87   96 1007  1.00  0.40 
  133  -2.06  -0.62  1.29  0.97  103  962  1.00  0.40 
  134  -2.10  -0.70  1.34  1.01  119  975  1.00  0.40 
  135  -2.31  -0.79  1.44  1.08  103  966  1.00  0.40 
  136  -2.35  -0.86  1.40  1.15  104  996  1.00  0.40 
  137  -2.31  -0.93  1.40  1.18   94  974  1.00  0.40 
  138  -2.33  -1.01  1.46  1.23   96  978  1.00  0.40 
  139  -2.19  -1.10  1.52  1.27   94 1017  1.00  0.40 
  140  -2.42  -1.18  1.58  1.30  109  989  1.00  0.40 
  141  -2.19  -1.25  1.61  1.33   97  999  1.00  0.40 
  142  -1.94  -1.35  1.60  1.38  105 1033  1.00  0.40 
  143  -1.31  -1.45  1.45  1.42   95 1015  1.00  0.40 
  144  -1.42  -1.50  1.48  1.41  102  983  1.00  0.40 
  145  -0.97  -1.48  1.45  1.42  107  979  1.00  0.40 
  146  -0.84  -1.45  1.46  1.38   89  942  1.00  0.40 
  147  -1.03  -1.43  1.52  1.38   95 1024  1.00  0.40 
  148  -1.28  -1.44  1.53  1.36  104  984  1.00  0.40 
  149  -1.12  -1.48  1.46  1.37   82 1037  1.00  0.40 
  150  -1.52  -1.53  1.55  1.39  113 1027  1.00  0.40 
  151  -1.51  -1.57  1.58  1.40  100 1005  1.00  0.40 
  152  -1.37  -1.63  1.56  1.43   89  991  1.00  0.40 
  153  -1.54  -1.70  1.60  1.44   97  971  1.00  0.40 
  154  -1.71  -1.77  1.63  1.45   95 1030  1.00  0.40 
  155  -1.25  -1.82  1.60  1.45   99  974  1.00  0.40 
  156  -1.08  -1.87  1.62  1.46  118 1028  1.00  0.40 
  157  -0.69  -1.84  1.43  1.44  116 1002  1.00  0.40 
  158  -0.61  -1.80  1.38  1.41  106 1053  1.00  0.40 
  159  -0.97  -1.72  1.45  1.37  101 1017  1.00  0.40 
  160  -0.97  -1.62  1.47  1.34   94  950  1.00  0.40 
  161  -0.69  -1.55  1.37  1.31   98 1021  1.00  0.40 
  162  -0.80  -1.40  1.42  1.29   97  981  1.00  0.40 
  163  -1.00  -1.23  1.47  1.28  102  975  1.00  0.40 
  164  -0.71  -1.15  1.38  1.26  103  993  1.00  0.40 
  165  -1.02  -1.02  1.48  1.25  101  970  1.00  0.40 
  166  -0.96  -0.84  1.47  1.21  104  972  1.00  0.40 
  167  -1.54  -0.75  1.61  1.20  111 1011  1.00  0.40 
  168  -1.92  -0.62  1.69  1.22  107 1005  1.00  0.40 
  169  -2.59  -0.47  1.82  1.21  107 1004  1.00  0.40 
  170  -3.27  -0.51  1.84  1.23  102  983  1.00  0.40 
  171  -3.70  -0.42  1.86  1.21  103 1030  1.00  0.40 
  172  -4.28  -0.43  1.86  1.21   97  990  1.00  0.40 
  173  -4.44  -0.53  1.79  1.22   90  977  1.00  0.40 
  174  -4.77  -0.58  1.87  1.19   86 1024  1.00  0.40 
  175  -4.74  -0.75  1.88  1.23  109  979  1.00  0.40 
  176  -4.90  -0.98  1.92  1.26  102  952  1.00  0.40 
  177  -4.93  -1.16  1.94  1.31  107 1024  1.00  0.40 
  178  -5.07  -1.47  1.98  1.36   95 1006  1.00  0.40 
  179  -4.06  -1.84  1.48  1.39  103 1019  1.00  0.40 
  180  -4.15  -2.17  1.59  1.42  108  995  1.00  0.40 
  181  -4.41  -2.56  1.86  1.46  101  979  1.00  0.40 
  182  -4.71  -2.84  1.97  1.46  106  984  1.00  0.40 
  183  -5.04  -3.09  2.07  1.47   88 1019  1.00  0.40 
  184  -5.30  -3.27  2.30  1.49  104 1036  1.00  0.40 
  185  -5.45  -3.39  2.29  1.51   92 1009  1.00  0.40 
  186  -5.55  -3.47  2.07  1.54   94 1005  1.00  0.40 
  187  -5.63  -3.54  1.84  1.61   98 1017  1.00  0.40 
  188  -5.66  -3.66  1.71  1.67  101 1018  1.00  0.40 
  189  -5.69  -3.74  1.73  1.74  100 1005  1.00  0.40 
  190  -5.70  -3.84  1.79  1.83   92  975  1.00  0.40 
  191  -5.69  -3.95  1.72  1.92  105 1013  1.00  0.40 
  192  -5.72  -4.06  1.69  2.00   95  969  1.00  0.40 
  193  -5.73  -4.18  1.72  2.09  107 1013  1.00  0.40 
  194  -5.73  -4.32  1.78  2.14  100 1024  1.00  0.40 
  195  -5.75  -4.43  1.90  2.21  112  963  1.00  0.40 
  196  -5.79  -4.53  2.02  2.24  114 1018  1.00  0.40 
  197  -5.82  -4.65  2.01  2.29  101 1000  1.00  0.40 
  198  -5.91  -4.76  2.40  2.31  111 1009  1.00  0.40 
  199  -6.01  -4.83  2.52  2.32   99 1031  1.00  0.40 
  200  -6.12  -4.91  2.76  2.34  104 1026  1.00  0.40 
  201  -6.27  -5.04  2.79  2.42  105  957  1.00  0.40 
  202  -6.40  -5.14  2.78  2.46   83  998  1.00  0.40 
  203  -6.50  -5.26  2.91  2.53  113  985  1.00  0.40 
  204  -6.52  -5.40  2.74  2.59   94 1013  1.00  0.40 
  205  -6.56  -5.51  2.75  2.62   91 1019  1.00  0.40 
  206  -6.57  -5.65  2.61  2.62  106  981  1.00  0.40 
  207  -6.58  -5.75  2.59  2.63   96 1000  1.00  0.40 
  208  -6.52  -5.84  2.47  2.60   94 1037  1.00  0.40 
  209  -6.55  -5.93  2.48  2.54   99 1007  1.00  0.40 
  210  -6.47  -6.04  2.44  2.43  109  994  1.00  0.40 
  211  -6.17  -6.09  2.35  2.38   90  993  1.00  0.40 
  212  -0.32  -6.10  0.87  2.36  103 1018  1.00  0.40 
  213  -0.27  -6.09  0.87  2.38   97  966  1.00  0.40 
  214  -0.50  -6.09  0.90  2.38  105 1018  1.00  0.40 
  215  -0.50  -6.07  0.85  2.41  100 1030  1.00  0.40 
  216  -0.40  -6.07  0.85  2.42   95 1004  1.00  0.40 
  217  -0.45  -6.04  0.88  2.46  105 1003  1.00  0.40 
  218  -0.68  -6.04  0.91  2.43  101  996  1.00  0.40 
  219  -0.68  -6.03  0.90  2.44   85 1017  1.00  0.40 
  220  -0.48  -6.03  0.93  2.46   97 1052  1.00  0.40 
  221  -0.36  -6.01  0.91  2.48   88  982  1.00  0.40 
  222  -0.28  -5.98  0.88  2.50  108 1022  1.00  0.40 
  223  -0.39  -5.99  0.91  2.48  106 1016  1.00  0.40 
  224  -0.26  -5.98  1.00  2.49  105 1018  1.00  0.40 
  225  -0.20  -5.98  0.97  2.51  102  941  1.00  0.40 
  226  -0.04  -5.96  0.98  2.56  102 1015  1.00  0.40 
  227   0.01  -5.97  0.97  2.54  105  966  1.00  0.40 
  228  -0.13  -5.97  0.99  2.57  103  984  1.00  0.40 
  229  -0.20  -5.96  1.07  2.57   78  997  1.00  0.40 
  230  -0.30  -5.97  1.08  2.56   97 1036  1.00  0.40 
  231  -0.41  -5.94  1.15  2.56  100 1013  1.00  0.40 
  232  -0.35  -5.95  1.18  2.54   94 1008  1.00  0.40 
  233  -0.49  -5.96  1.21  2.51  100 1007  1.00  0.40 
  234  -0.40  -5.95  1.20  2.51   94 1002  1.00  0.40 
  235  -0.68  -5.94  1.15  2.53  110 1005  1.00  0.40 
  236  -0.65  -5.89  1.15  2.58   87 1004  1.00  0.40 
  237  -0.68  -5.89  1.19  2.57   93  973  1.00  0.40 
  238  -0.47  -5.87  1.21  2.59  104  999  1.00  0.40 
  239  -0.30  -5.85  1.13  2.58  111  992  1.00  0.40 
  240  -0.34  -5.80  1.16  2.62   93  989  1.00  0.40 
  241  -0.39  -5.75  1.12  2.65  102  969  1.00  0.40 
  242  -0.48  -5.76  1.04  2.64   95 1007  1.00  0.40 
